binom,Alpha Probs,Nonalpha Probs,ProbAandB,log_odds
man and wife,-19.065609455108643,-24.72810983657837,0.9965382054969054,5.662500381469727
arms and hands,-20.70036029815674,-19.582075834274292,0.24632963652243922,-1.1182844638824463
math and science,-18.58248996734619,-19.46206045150757,0.7067332069530275,0.879570484161377
son and wife,-22.451696395874023,-21.18052625656128,0.21905700933793706,-1.2711701393127441
fingers and thumb,-22.609314441680908,-22.082695960998535,0.3713059184523081,-0.526618480682373
flesh and skin,-22.28290557861328,-21.486093997955322,0.31070796547848106,-0.796811580657959
life and religion,-21.773072719573975,-21.97494375705719,0.5502970667854578,0.20187103748321533
conscience and religion,-23.179664134979248,-23.45313036441803,0.5679436605362628,0.27346622943878174
pain and pressure,-22.5899760723114,-23.69554615020752,0.7513023149182327,1.1055700778961182
integrity and unity,-24.349494457244873,-21.797431230545044,0.07228799817632203,-2.552063226699829
flowers and hearts,-21.46309518814087,-18.27971351146698,0.03979591136617812,-3.183381676673889
grapefruit and oranges,-23.221742510795593,-20.51746964454651,0.06272169431893504,-2.7042728662490845
folklore and legend,-22.373480796813965,-24.788433074951172,0.9179604062675205,2.414952278137207
doctors and fathers,-25.75604546070099,-25.551265478134155,0.44898316179647785,-0.2047799825668335
contraction and dilation,-24.560176849365234,-21.617339611053467,0.05007613755300206,-2.9428372383117676
ships and weapons,-22.802064418792725,-22.750538110733032,0.487121272235044,-0.05152630805969238
funnels and masts,-30.821579456329346,-26.64502452686429,0.015119203422711018,-4.1765549294650555
law and sovereignty,-22.770416498184204,-24.08968448638916,0.7890598930547624,1.319267988204956
assurance and dignity,-28.684094190597534,-27.214372873306274,0.1869849760622702,-1.4697213172912598
mr. and mrs.,-19.761040969751775,-23.892726719379425,0.9841979248449934,4.13168574962765
bride and groom,-17.839030377566814,-21.25005066394806,0.9680471769211186,3.4110202863812447
feet and legs,-19.761314392089844,-18.815494060516357,0.27972616339419365,-0.9458203315734863
peace and quiet,-17.54243540763855,-22.342368841171265,0.9918368899108317,4.799933433532715
daughter and son,-20.183451056480408,-20.550966143608093,0.5908583996935225,0.36751508712768555
ends and odds,-24.25223731994629,-16.29880890250206,3.5133168441427984e-4,-7.953428417444229
city and state,-19.35581398010254,-19.84511113166809,0.6199408452418028,0.48929715156555176
facts and figures,-16.849802792072296,-21.84555721282959,0.9932788650294061,4.995754420757294
man and nature,-19.999934673309326,-20.503783226013184,0.6233633282122525,0.5038485527038574
prose and verse,-20.7481586933136,-21.603302717208862,0.7016451043454667,0.8551440238952637
body and head,-21.076208114624023,-19.16527271270752,0.12887580107840427,-1.910935401916504
command and control,-17.770611822605133,-21.451334953308105,0.9754149187081764,3.6807231307029724
child and wife,-23.585943698883057,-20.320698261260986,0.0367829115795511,-3.2652454376220703
aunt and uncle,-20.633722484111786,-20.733667016029358,0.5249653550490251,0.09994453191757202
cattle and horses,-20.96420383453369,-20.98835289478302,0.5060369716798752,0.024149060249328613
politics and religion,-18.489514112472534,-18.6344496011734,0.5361705768452711,0.1449354887008667
July and June,-20.994670867919922,-16.418897926807404,0.010193361431596753,-4.575772941112518
sailors and soldiers,-22.008161544799805,-20.535077333450317,0.186474281601281,-1.4730842113494873
English and German,-17.49982213973999,-17.85523247718811,0.5879289539057452,0.3554103374481201
food and shelter,-18.57821536064148,-21.453781843185425,0.9466252994502155,2.8755664825439453
sights and sounds,-18.15504789352417,-21.59996271133423,0.9690791272491787,3.4449148178100586
comings and goings,-19.3894333835633,-22.185822108469438,0.9424803653505275,2.796388724906137
heir and son,-28.038843154907227,-20.136754870414734,3.6983330302882563e-4,-7.902088284492493
coat and hat,-19.512733697891235,-20.144157886505127,0.6528123224656441,0.6314241886138916
crime and punishment,-17.395003080368042,-22.924927234649658,0.9960493794027981,5.529924154281616
earth and sky,-19.470673322677612,-21.649698734283447,0.8983501099734915,2.179025411605835
faith and love,-20.154869079589844,-20.76470971107483,0.6479044471107916,0.6098406314849854
mother and son,-18.383487701416016,-22.753897666931152,0.9875118705143933,4.370409965515137
cents and dollars,-22.456917762756348,-17.58688998222351,0.007614723191276567,-4.870027780532837
turns and twists,-23.085552215576172,-18.62559962272644,0.011430738818512837,-4.4599525928497314
fire and police,-19.809244871139526,-18.133488178253174,0.1576581706021692,-1.6757566928863525
months and years,-19.662761926651,-20.985875368118286,0.789699235672442,1.3231134414672852
editor and publisher,-21.476762294769287,-21.049700498580933,0.39482816532848547,-0.4270617961883545
aunts and uncles,-19.79780544899404,-20.80255987122655,0.7319923272480882,1.0047544222325087
research and training,-20.808084964752197,-20.380082845687866,0.3946035078629413,-0.42800211906433105
eyes and hair,-21.203205823898315,-21.175577640533447,0.4930933934804294,-0.027628183364868164
methods and principles,-21.027571201324463,-20.656973838806152,0.4083966856125893,-0.37059736251831055
city and country,-19.567204475402832,-20.60154128074646,0.7377558117128632,1.034336805343628
bread and cheese,-17.667638778686523,-19.194348335266113,0.8215243728714783,1.5267095565795898
location and size,-19.290953636169434,-19.24350881576538,0.4881410193735029,-0.047444820404052734
childhood and infancy,-24.570417404174805,-21.884737253189087,0.06382364429669334,-2.6856801509857178
morning and night,-20.462594509124756,-20.89583730697632,0.6066477521736842,0.4332427978515625
council and governor,-26.137970447540283,-20.817306518554688,0.0048657154158671025,-5.320663928985596
age and day,-25.15252137184143,-21.400187015533447,0.022925023301144442,-3.7523343563079834
body and face,-19.736628532409668,-18.767208576202393,0.2749961323374342,-0.9694199562072754
hair and skin,-19.501135110855103,-18.357142686843872,0.24158810143904372,-1.1439924240112305
nitrogen and oxygen,-20.410837292671204,-20.28414011001587,0.4683680065475101,-0.12669718265533447
piano and violin,-20.430906295776367,-19.36189317703247,0.2555908069977745,-1.0690131187438965
ceiling and walls,-20.672359704971313,-20.087766647338867,0.35787641735012504,-0.5845930576324463
color and texture,-19.23785972595215,-19.796875715255737,0.6362248286369991,0.5590159893035889
everybody and everything,-21.842618942260742,-21.916011810302734,0.5183399853685451,0.07339286804199219
bacon and eggs,-17.99522089958191,-18.579013109207153,0.6419395261279001,0.5837922096252441
paper and pen,-18.8916232585907,-17.102346658706665,0.14316143734826445,-1.7892765998840332
concrete and steel,-18.963459849357605,-18.852866649627686,0.4723798458408585,-0.11059319972991943
color and light,-20.004862785339355,-18.6357159614563,0.2027577248420509,-1.3691468238830566
friends and relations,-20.184784531593323,-23.858476161956787,0.9752457338562962,3.6736916303634644
boots and shoes,-19.662099838256836,-19.940826416015625,0.569233999902426,0.27872657775878906
hearing and sight,-21.995012998580933,-21.95324182510376,0.4895587247748922,-0.04177117347717285
expense and time,-23.79779553413391,-20.214263916015625,0.027026693597442766,-3.583531618118286
flowers and plants,-18.87321972846985,-18.488616943359375,0.40501724268056444,-0.38460278511047363
beauty and truth,-20.783778429031372,-19.392232179641724,0.19916102167138544,-1.3915462493896484
bone and flesh,-22.35055160522461,-19.700069427490234,0.06595929694541293,-2.650482177734375
doubts and fears,-21.02307629585266,-22.576175928115845,0.8253609642589199,1.5530996322631836
light and sound,-17.98185682296753,-18.93688154220581,0.7221245660556845,0.95502471923828125
beauty and youth,-21.620288133621216,-20.76686143875122,0.2987145244757734,-0.8534266948699951
fiction and poetry,-19.78902268409729,-20.25499153137207,0.614429193901311,0.4659688472747803
needle and thread,-17.50076761841774,-18.679983496665955,0.7648067872968914,1.1792158782482147
back and shoulders,-18.939953088760376,-20.764028549194336,0.8610544317375723,1.82407546043396
crime and violence,-20.38755691051483,-20.36390709877014,0.49408782262469086,-0.02364981174468994
force and violence,-23.13502311706543,-23.89074182510376,0.680423498126308,0.7557187080383301
eggs and ham,-20.780160188674927,-18.707759261131287,0.11180838668026105,-2.07240092754364
bone and muscle,-21.51866626739502,-21.338648796081543,0.4551167749906823,-0.18001747131347656
debate and discussion,-21.044259548187256,-20.130549430847168,0.2862412328450862,-0.9137101173400879
errors and omissions,-19.201767959166318,-22.079607367515564,0.9467400244280715,2.877839408349246
brother and mother,-22.30684757232666,-22.564010620117188,0.5639387786768527,0.25716304779052734
face and figure,-22.20487070083618,-23.236675262451172,0.7372655981396842,1.0318045616149902
chairs and table,-21.194562673568726,-17.531959891319275,0.025023382955297047,-3.6626027822494507
ammunition and guns,-23.202316761016846,-18.958228707313538,0.014145837089203995,-4.244088053703308
Concord and Lexington,-20.310564041137695,-17.149841517210007,0.04067085368895058,-3.1607225239276886
ice and water,-18.757317304611206,-18.417343139648438,0.4158157527176656,-0.33997416496276855
fun and games,-16.701953053474426,-20.139797687530518,0.9688665667359981,3.4378446340560913
breakfast and dinner,-19.579615592956543,-20.8305983543396,0.7774699355122916,1.2509827613830566
comfort and ease,-20.321662425994873,-22.118548154830933,0.8577694139243546,1.7968857288360596
father and uncle,-22.782820224761963,-24.24135947227478,0.8113091548241592,1.4585392475128174
health and spirits,-25.180987119674683,-25.61465311050415,0.6067487325709591,0.4336659908294678
names and numbers,-18.710293769836426,-19.747705698013306,0.7383503272770536,1.0374119281768799
rights and wrongs,-18.54790152097121,-21.99034035205841,0.9690048486388811,3.442438831087202
crannies and nooks,-26.926273501943797,-20.851396075449884,0.002294650547869921,-6.074877426493913
power and resources,-22.775665283203125,-23.785090923309326,0.7329077310402216,1.0094256401062012
flame and smoke,-21.388935923576355,-21.781121969223022,0.5968088343327318,0.3921860456466675
faith and life,-21.13321590423584,-21.640207767486572,0.6241010326771218,0.5069918632507324
wisdom and wit,-22.21908712387085,-19.068670511245728,0.04107486564085375,-3.150416612625122
novelist and poet,-22.339051008224487,-20.934308528900146,0.1970646299531855,-1.4047424793243408
Arizona and California,-18.955774784088135,-18.595370054244995,0.4108615957911652,-0.36040472984313965
crops and livestock,-20.777472853660583,-22.274001598358154,0.8170561799409918,1.4965287446975708
glass and steel,-19.745063304901123,-18.86143732070923,0.29242694979057066,-0.8836259841918945
bar and grill,-19.561223030090332,-24.640910148620605,0.9938166167021556,5.079687118530273
influence and prestige,-24.55996298789978,-24.205657243728638,0.4123386802164931,-0.3543057441711426
cotton and tobacco,-24.798933506011963,-23.358436346054077,0.19146837230024902,-1.4404971599578857
church and community,-20.268343448638916,-22.25062131881714,0.8789237750051309,1.9822778701782227
courage and hope,-21.53571581840515,-21.501960277557373,0.49156191599460897,-0.03375554084777832
teaching and writing,-20.257030248641968,-21.614099502563477,0.7952829617972421,1.3570692539215088
gin and tonic,-17.175370812416077,-22.7939133644104,0.9963832010322679,5.618542551994324
brush and trees,-27.172298669815063,-22.762474298477173,0.012011288319679193,-4.409824371337891
pad and pencil,-21.350176334381104,-22.454077005386353,0.7509902601617447,1.103900671005249
chair and table,-19.232382774353027,-18.568298816680908,0.33982280468457327,-0.6640839576721191
houses and shops,-21.082041025161743,-21.68394100666046,0.6460908716556321,0.6018999814987183
libraries and museums,-20.095601797103882,-20.086542010307312,0.49773506879291607,-0.009059786796569824
flames and smoke,-21.255847930908203,-21.243158102035522,0.49682758535334093,-0.012689828872680664
guidance and information,-21.07797145843506,-19.753623247146606,0.21009577408207777,-1.3243482112884521
stress and tension,-22.610867738723755,-22.21956753730774,0.40340434290435173,-0.3913002014160156
days and years,-22.14629316329956,-23.264681339263916,0.7536896172586768,1.1183881759643555
actions and feelings,-24.539063453674316,-22.953101634979248,0.16995279950741632,-1.5859618186950684
energy and money,-21.11193537712097,-22.206299781799316,0.7492026762161283,1.0943644046783447
anguish and pain,-23.551400184631348,-22.10039210319519,0.18984646978479,-1.4510080814361572
colors and forms,-21.868626356124878,-23.1955304145813,0.7903280686369497,1.326904058456421
meaning and origin,-18.37762439250946,-19.83545422554016,0.8112005289807599,1.4578298330307007
freedom and security,-20.214125633239746,-21.10711121559143,0.709505907491158,0.8929855823516846
gratitude and joy,-21.926531076431274,-20.972092628479004,0.277993090856094,-0.9544384479522705
mamma and papa,-24.8411822617054,-24.662901878356934,0.4555475810914242,-0.17828038334846497
length and weight,-20.68077802658081,-21.383801221847534,0.6688577123262508,0.7030231952667236
anger and hatred,-21.968976497650146,-23.080023765563965,0.7523243029934455,1.1110472679138184
aircraft and ships,-21.895092725753784,-20.33752679824829,0.17399619807320765,-1.5575659275054932
sidewalks and streets,-22.182605743408203,-20.85470485687256,0.2095067951735233,-1.3279008865356445
democracy and liberty,-21.677053809165955,-20.689017415046692,0.2713001010014924,-0.9880363941192627
iron and wood,-20.64198112487793,-19.145036935806274,0.18288172953324563,-1.4969441890716553
horses and wagons,-21.751503973733634,-22.939449667930603,0.7663734519591808,1.1879456941969693
clarity and precision,-20.798651695251465,-22.210987329483032,0.8041340731162979,1.4123356342315674
flowers and herbs,-20.885159969329834,-21.16747212409973,0.570112988096198,0.28231215476989746
confusion and fear,-21.974535942077637,-21.946308135986328,0.49294351702673395,-0.028227806091308594
jaws and teeth,-22.310309648513794,-23.529216766357422,0.7718711652843858,1.218907117843628
counties and towns,-22.572595834732056,-22.23298931121826,0.4159050603725913,-0.33960652351379395
bodies and faces,-23.01494836807251,-21.335586071014404,0.15717992973221934,-1.6793622970581055
ability and desire,-25.588786125183105,-24.586151599884033,0.2684237576744353,-1.0026345252990723
chest and stomach,-22.147278785705566,-22.66867971420288,0.6274752918566209,0.5214009284973145
Illinois and Missouri,-19.44346594810486,-19.75331401824951,0.5768481763446319,0.3098480701446533
jams and jellies,-19.051222656155005,-23.43990409374237,0.9877352019742879,4.3886814375873655
Tories and Whigs,-24.332930497825146,-18.176578849554062,0.0021154888088588722,-6.156351648271084
dogs and men,-21.103249549865723,-21.88528823852539,0.6861193316054637,0.782038688659668
discussion and thought,-26.55164670944214,-23.045328617095947,0.029132995533621468,-3.5063180923461914
distress and pain,-23.948031663894653,-23.56827998161316,0.40618678967596317,-0.37975168228149414
mouth and nostrils,-25.009818136692047,-25.655407667160034,0.6560158863222858,0.6455895304679871
cakes and pies,-19.637139558792114,-21.099149584770203,0.811839910527456,1.4620100259780884
adventure and romance,-21.35668706893921,-22.226574897766113,0.7047223569741868,0.8698878288269043
agreements and contracts,-21.637670516967773,-20.495882272720337,0.2419921885074684,-1.1417882442474365
crime and poverty,-21.243185877799988,-20.85041618347168,0.4030507313622108,-0.3927696943283081
cousins and uncles,-23.687971593812108,-22.891874194145203,0.3108609412424978,-0.7960973996669054
fire and light,-20.840648651123047,-20.6791832447052,0.4597211198783544,-0.16146540641784668
child and husband,-24.423076152801514,-22.049498558044434,0.0852098548695743,-2.37357759475708
vinegar and water,-19.903196811676025,-22.365325450897217,0.9214438827865137,2.4621286392211914
fork and spoon,-20.43956446647644,-19.704904794692993,0.3241730285771377,-0.7346596717834473
Burma and India,-18.80654001235962,-19.452184200286865,0.6560282201670676,0.6456441879272461
fruit and nuts,-19.4069344997406,-20.691260814666748,0.783185310992075,1.2843263149261475
ability and strength,-26.703421592712402,-22.712286710739136,0.018143462866287697,-3.9911348819732666
agencies and individuals,-24.067209482192993,-24.003012895584106,0.483956362891444,-0.06419658660888672
coffee and sandwiches,-21.24843454360962,-21.566684246063232,0.5788976321006692,0.3182497024536133
coffee and toast,-19.939429759979248,-20.204983711242676,0.5660010825922557,0.26555395126342773
anger and anxiety,-21.414547443389893,-22.180498719215393,0.6826444233501068,0.7659512758255005
apprehension and fear,-23.787220418453217,-23.14154825359583,0.34396546672087785,-0.6456721648573875
figures and words,-23.529507637023926,-22.56746006011963,0.27646842321763776,-0.9620475769042969
blood and guts,-18.471402168273926,-22.282917737960815,0.9783638385893678,3.8115155696868896
action and character,-23.027077674865723,-23.166460037231445,0.5347892865796259,0.13938236236572266
diamonds and rubies,-20.710472812876105,-21.084408044815063,0.5924095258664818,0.37393523193895817
plans and projects,-21.828446865081787,-21.24476933479309,0.3580868337102889,-0.5836775302886963
jacket and trousers,-20.223159313201904,-21.871764421463013,0.8387024376914369,1.6486051082611084
kind and quantity,-24.555243492126465,-22.276821613311768,0.0929258885787901,-2.2784218788146973
family and neighborhood,-21.397364377975464,-23.886667728424072,0.923388534695784,2.4893033504486084
nights and weekends,-21.290932536125183,-23.68597912788391,0.9164488006384045,2.395046591758728
labor and money,-24.05107593536377,-23.10772705078125,0.2802243801154317,-0.9433488845825195
shower and tub,-24.69719409942627,-21.621572017669678,0.04412409547473545,-3.075622081756592
aggression and hostility,-23.739076256752014,-23.98617720603943,0.561462817554252,0.24710094928741455
information and material,-21.268388032913208,-22.213613510131836,0.7201539699826569,0.9452254772186279
despair and rage,-23.54944372177124,-23.66109609603882,0.527884132030752,0.11165237426757813
improvements and land,-28.12049961090088,-24.09560775756836,0.017551787198594168,-4.0248918533325195
landings and takeoffs,-23.94307690858841,-21.316558531136252,0.06745112022104649,-2.6265183774521574
novels and tales,-23.612439393997192,-26.009370803833008,0.9165930086698623,2.3969314098358154
corruption and crime,-21.96141767501831,-20.664032816886902,0.21460547003878105,-1.2973848581314087
anthropology and psychology,-22.32059907913208,-24.260417938232422,0.8743322419103173,1.9398188591003418
