binom,Alpha Probs,Nonalpha Probs,ProbAandB
dairy and poultry,-57.40534673817456,-56.73195144813508,0.33773699594640677
dark and light,-66.56342490389943,-66.2869584877044,0.4313202932502907
dates and events,-51.09352731704712,-53.62159377336502,0.9260861101112465
daughter and son,-54.70684263110161,-53.49235126376152,0.22890732018431878
day and night,-42.266842506825924,-43.11066930368543,0.6992705710126758
days and nights,-45.13544878363609,-47.91138821840286,0.9413617031697319
days and years,-45.368211686611176,-44.80358874797821,0.3624784771523798
death and life,-44.34786874242127,-40.952068854123354,0.03242698672358511
debate and discussion,-54.34983426332474,-51.90974372625351,0.08016623575068382
democracy and liberty,-77.26022943854332,-76.8050128519535,0.38812119409020435
despair and rage,-65.31299007683992,-62.89550315588713,0.08184891417053902
development and research,-63.474851347506046,-59.464488081634045,0.017804078063629478
diagnosis and treatment,-57.7093181014061,-60.0429202914238,0.9116219862582647
diamonds and rubies,-67.50071175768971,-67.8492066860199,0.5862525554404547
dirt and sweat,-50.32540652900934,-49.55455253273249,0.3162943986791573
discussion and thought,-47.358636343851686,-43.41835458017886,0.019071925313419336
distress and pain,-45.583958223927766,-44.10899893986061,0.18618999723446295
dogs and men,-46.010525335528655,-46.215681500470964,0.5511099029136725
doorways and windows,-54.04115590453148,-54.71923866868019,0.6633106559847922
doubts and fears,-45.925353994971374,-44.60007895674789,0.20994200334560603
dreams and plans,-36.04502683877945,-36.68744167685509,0.6552991338672735
ears and eyes,-58.43861185759306,-59.668753296136856,0.7738433283639071
earth and sky,-45.84555359184742,-45.61989799141884,0.44382427228014937
editing and publishing,-53.807326689362526,-52.10335201025009,0.15394686180131006
editor and publisher,-64.86460053920746,-64.14577722549438,0.32765214988288793
education and skill,-41.24302500486374,-41.44899529218674,0.5513112984491731
effort and resources,-40.218592911958694,-41.53639969229698,0.7888165804936963
eggs and ham,-65.20918692392297,-64.24157598789316,0.27535694935409205
elbows and knees,-45.997001469135284,-46.08008582890034,0.5207591495953815
ends and odds,-85.38858328503557,-69.43725990236271,1.1814850334342466e-7
energy and money,-65.84516583383083,-68.60940822958946,0.9407126851697393
engineers and scientists,-35.680668368935585,-34.764658853411674,0.28577168026442684
English and German,-47.004456378519535,-47.36185146123171,0.5884097111039771
equipment and personnel,-72.13297031074762,-73.1929098367691,0.7426789884772119
error and trial,-59.177908189594746,-42.066194988787174,3.7023490853306415e-8
errors and omissions,-52.517631685361266,-52.39752125740051,0.4700084404834134
evening and morning,-58.369664430618286,-58.055113434791565,0.42200428288047886
everybody and everything,-44.36547565460205,-42.553558468818665,0.14040657609464777
expense and time,-43.379741847515106,-42.43856978416443,0.280663652057364
eyes and face,-76.54346859455109,-77.12953859567642,0.6424629142846876
eyes and hair,-48.47010995820165,-51.633962981402874,0.9594511126940425
face and figure,-55.08182442188263,-60.054900884628296,0.9931257617216377
facts and figures,-63.708241671323776,-68.8360224366188,0.9941052488467578
faith and life,-55.123903661966324,-53.66168758273125,0.1881286156504463
faith and love,-54.00197625160217,-52.163556694984436,0.1372383160674929
fall and rise,-72.01328418403864,-67.99889815598726,0.017733867933263703
fall and winter,-75.66048072557896,-80.35425176657736,0.9909308934182622
family and neighborhood,-50.23376590013504,-52.9705286026001,0.9391613890863686
farms and fields,-54.10320916771889,-53.71504372358322,0.40415901057730147
father and mother,-57.23700971156359,-56.31850862503052,0.28526340666802263
father and son,-62.62314024567604,-64.86433231830597,0.9038880687894821
father and uncle,-37.65278947004117,-39.51229387521744,0.8652391719786942
fathers and mothers,-69.21663247048855,-68.35457716137171,0.2969101116173649
feelings and thoughts,-67.34036368015222,-66.18071321456227,0.23873080318261594
feet and hands,-43.52761872112751,-41.93701532483101,0.16929902023830698
feet and legs,-57.39969515800476,-58.71183955669403,0.7878717701351922
female and male,-55.64031290577259,-54.02146993705537,0.16536450076269135
fiction and poetry,-40.609108347445726,-41.9662913903594,0.7953014869298829
field and stream,-51.82044559717178,-50.96410995721817,0.29810550359465254
figures and words,-48.52984416484833,-44.677429020404816,0.020787127260377392
fingers and thumb,-51.799284011125565,-51.771349251270294,0.493016764144755
fire and light,-62.35815642308444,-64.45769504737109,0.890858327439833
fire and police,-44.52510615135543,-45.78693721932359,0.7793411548830808
flame and smoke,-48.06949981674552,-42.39739096723497,0.0034288047562814118
flames and smoke,-41.20530108734965,-40.13263787329197,0.25489694450549866
flesh and skin,-55.283344119787216,-54.78712800145149,0.3784303062070397
flowers and herbs,-42.00239247083664,-41.56913924217224,0.39334975876326067
flowers and plants,-58.128133015241474,-59.43071152130142,0.7862686215464152
fog and mist,-60.152025397866964,-60.12583255022764,0.49345216243954954
food and shelter,-46.5836455821991,-50.216533064842224,0.9742413226492643
force and violence,-38.23488168150652,-37.98220123082865,0.43716385917651046
forefinger and thumb,-63.482438281178474,-64.31519244983792,0.6969369691725199
fork and spoon,-53.803213119506836,-50.268701791763306,0.02834606939404685
forms and materials,-51.76702699251473,-53.905515940859914,0.8945882030162929
freedom and security,-53.11331480741501,-53.249962747097015,0.5341089260674965
friends and relations,-54.48433440923691,-56.550856828689575,0.8876065011880008
fruit and nuts,-59.57451096177101,-60.42536873370409,0.7007470487501959
fruits and vegetables,-44.06592270359397,-46.95655940845609,0.9473816301389377
fun and games,-43.50941192358732,-49.785712234675884,0.9981231846286066
future and past,-67.05026537179947,-62.57936495542526,0.011307686974436784
gas and oil,-67.59897155757062,-68.3185548603069,0.6725152508904473
gentlemen and ladies,-79.03037399053574,-77.2935916185379,0.14972209441247858
gin and tonic,-51.88038930227049,-66.83493505019578,0.9999996798723673
glass and steel,-51.132000263780355,-51.63681009039283,0.6235889907543131
god and man,-57.693531304597855,-58.99814160168171,0.7866098659912687
goods and services,-62.65332313964609,-67.53342401236296,0.9924610202232693
gratitude and joy,-56.35328674316406,-54.77404010295868,0.1709022026028941
groups and individuals,-44.10069423913956,-42.20151513814926,0.13020141214048517
guidance and information,-54.06424567475915,-51.78634414449334,0.09296975839700385
gums and teeth,-45.081900745630264,-41.51406897133711,0.027442620605327355
hair and skin,-52.60837706923485,-51.11989775300026,0.18415008344434686
hands and knees,-55.603304754476994,-66.27973985671997,0.9999769180166082
head and shoulders,-69.71825078129768,-70.7293206602335,0.7332294740638068
head and tail,-45.69455486536026,-47.590163588523865,0.8693937119893651
health and spirits,-60.9039698690176,-62.54901496320963,0.8382202557444633
hearing and sight,-52.77799091860652,-50.96554359421134,0.14034260450008987
heart and mind,-46.53083711117506,-48.753923173993826,0.9023035757494301
heir and son,-47.45002055168152,-40.8218469619751,0.0013208295506379455
help and understanding,-58.15610297396779,-59.7289207726717,0.8281849368053972
history and identity,-59.2753488458693,-59.945200242102146,0.6614698835348553
honey and milk,-53.16650115698576,-55.390712045133114,0.9024026863037998
horses and wagons,-52.99024109588936,-55.28452028334141,0.9084021342083104
houses and shops,-45.82906335685402,-46.500066205859184,0.661727677489903
humility and pride,-50.22166136279702,-50.226271107792854,0.501152434208214
husband and wife,-55.95111380505841,-59.298878469271585,0.9660315605897358
husbands and wives,-50.917344361543655,-53.79532825946808,0.9467473096063093
ice and snow,-62.1315748449415,-62.16592903248966,0.5085877022958314
ice and water,-66.3996151983738,-64.24955773353577,0.10432585336925576
Illinois and Missouri,-45.619617611169815,-45.328225046396255,0.4276629783877796
improvements and land,-69.58755410928279,-64.69121135026217,0.007418422578194276
inclination and time,-52.79427316784859,-44.80167971551418,3.378422958423503e-4
influence and power,-55.127290066331625,-51.763213825412095,0.03343723166259559
influence and prestige,-47.55839288234711,-48.03302538394928,0.6164796196772135
information and material,-45.747546911239624,-44.94071903824806,0.30856686834686353
ink and paper,-44.536389619112015,-46.346257243305445,0.859345874691435
iron and wood,-55.74517619609833,-54.33432221412659,0.19609939593107145
jacket and trousers,-54.18770653009415,-57.873243153095245,0.9755300856355996
jams and jellies,-54.29957473278046,-55.04147155582905,0.6774104998812256
jaws and teeth,-71.52943646907806,-72.30992966890335,0.6857864000569943
joy and pleasure,-59.82869842578657,-61.6052806971129,0.85527433241062
July and June,-77.14454263448715,-75.86995396018028,0.2184727587060404
kind and quantity,-55.733788818120956,-53.17316070199013,0.07171571570703392
knowledge and skills,-67.88087536394596,-68.85825301706791,0.726587575628467
labor and money,-57.0260960906744,-55.89105114340782,0.24323127584933366
land and sea,-34.49856236577034,-38.325937256217,0.9786970146606884
landings and takeoffs,-59.237257301807404,-46.18683571947622,2.149180972308122e-6
law and order,-40.41579022165388,-43.02773554157466,0.9316264145985875
lecturer and writer,-50.548933416604996,-47.91572320461273,0.06703141044949937
left and right,-31.845672693103552,-35.11954653263092,0.9635215732263029
length and quality,-45.98273076862097,-48.54830148816109,0.9286126303890664
length and weight,-62.5086614638567,-63.68980522453785,0.7651533926546756
libraries and museums,-48.213310830295086,-48.954409424215555,0.6772360417537984
life and religion,-47.135918498039246,-47.12906193733215,0.4982858665386859
light and shadow,-47.805769205093384,-49.92512559890747,0.8927703317228298
light and sound,-45.1461741453968,-47.348908313084394,0.9004947714847552
location and size,-67.15760061144829,-66.5688072629273,0.3569117640552515
machinery and power,-66.959785146988,-68.55077574995812,0.8307554283204128
magazines and newspapers,-37.913619458675385,-37.20424960553646,0.329738094560458
magic and superstition,-42.42099992185831,-41.16442036628723,0.22156326459921463
mamma and papa,-59.97579527646303,-61.34268832206726,0.796877714521733
man and nature,-55.151493744924664,-55.25990077108145,0.527075245852592
man and wife,-50.0930595099926,-57.04398092627525,0.9990431641532195
man and woman,-42.86887076497078,-46.272783145308495,0.9678265833576674
math and science,-49.73837438225746,-51.43414816260338,0.8449819599440203
meaning and origin,-55.84927238896489,-56.12825672328472,0.5692972023978828
men and officers,-77.41107393056154,-74.12902097776532,0.03619203669320737
men and women,-41.26888519525528,-43.689267575740814,0.9183684153748536
methods and principles,-52.64269660261925,-53.52464248088654,0.70722529253493
minerals and vitamins,-38.30936674401164,-35.88208328187466,0.08111571669826316
misery and pain,-59.82643629796803,-59.082451116642915,0.3221333097346919
money and time,-62.02813619375229,-61.793751299381256,0.4416705657343044
months and years,-50.630224108695984,-53.5828070640564,0.9503854242403381
moon and sun,-40.976716473698616,-41.38581566512585,0.600871862195065
morning and night,-41.91222035884857,-42.08597153425217,0.5433288424230304
mother and son,-39.11816595494747,-38.90570014715195,0.4470824641556649
mouth and nostrils,-63.46358720213175,-63.790336430072784,0.5809682043420593
movements and positions,-55.3860062174499,-53.443161614239216,0.12533567970444598
mr. and mrs.,-53.938303935865406,-55.189148015517276,0.7774459412024053
muscles and nerves,-55.34731814265251,-55.52846795320511,0.5451640144167264
names and numbers,-57.02037365734577,-60.34323015809059,0.9652046535772304
nature and size,-50.00696314126253,-50.17960557434708,0.5430537251948514
needle and thread,-35.371531426906586,-46.82078832387924,0.999989342722377
nights and weekends,-53.865277618169785,-57.299821987748146,0.9687668628980882
nitrogen and oxygen,-35.98653915524483,-36.197220250964165,0.5524763139401073
north and south,-54.45278036594391,-54.84260956943035,0.5962415828372059
north and west,-39.86365061998367,-41.30603140592575,0.8088230590593262
nose and throat,-64.27075670612976,-63.30036547873169,0.2748025291594465
novelist and poet,-55.45557115972042,-56.345507740974426,0.7088770849898367
novels and stories,-49.36530873179436,-51.386298060417175,0.882983269069999
novels and tales,-51.21398167783627,-52.299316954333335,0.7475023064317659
pad and pencil,-56.54851150512695,-59.53918367624283,0.9521509432554579
pain and pressure,-49.47053228318691,-51.476974695920944,0.8814718323133053
pain and shame,-49.26518926024437,-45.700004905462265,0.027513367436775727
paper and pen,-55.160302489995956,-54.622529215179384,0.3687057271596936
peace and quiet,-62.423152731731534,-71.38626998662949,0.9998719699163544
pepper and salt,-57.00846943259239,-51.353684455156326,0.0034885134122102667
piano and violin,-61.7502481341362,-60.74611872434616,0.2681303051954095
pitch and volume,-51.166530546266586,-52.7148272623308,0.8246675885587542
place and time,-48.436499572359025,-49.04284461122006,0.6471066058969982
plans and projects,-43.43295073509216,-44.97890055179596,0.8243279895286558
poetry and prose,-56.62861540913582,-54.90082401037216,0.15087030211702604
politics and religion,-57.29025721549988,-57.80972483754158,0.6270232701165969
power and resources,-47.12417270615697,-48.070489287376404,0.7203738097748373
pressure and temperature,-42.66597729921341,-42.36253795027733,0.4247169217948232
prose and verse,-53.91178146004677,-63.163920521736145,0.9999041029140977
radar and radio,-47.056055545806885,-46.628986179828644,0.3948263566127688
radio and television,-62.29528130538529,-62.90678148844745,0.6482829381209715
research and training,-56.442250818014145,-56.4649592936039,0.5056768749477252
rights and wrongs,-35.24192834366113,-50.83688345551491,0.9999998312681858
rock and roll,-41.56398343294859,-53.041109308600426,0.9999896356263174
sailors and soldiers,-64.5260694026947,-63.87705606222153,0.3432119132274861
shoes and socks,-54.328186362981796,-53.85111837089062,0.38294471481435405
shower and tub,-54.85739943385124,-54.99092862010002,0.5333327841908857
sidewalks and streets,-60.12463529128581,-57.70262845698744,0.08150988552041005
sights and sounds,-50.796457171440125,-54.50029620528221,0.9759632033401882
son and wife,-35.94072651863098,-31.256230890750885,0.00915284410702379
south and west,-62.82232444733381,-63.96248039603233,0.7577082702218619
spring and summer,-40.690977334976196,-43.44694581627846,0.9402495435230848
stress and tension,-65.01571954740211,-67.01715393317863,0.8809475970425985
sunrise and sunset,-47.74041676521301,-54.081472277641296,0.998240659756975
sympathy and understanding,-64.31455771811306,-67.25196813419461,0.9496650853462707
teaching and writing,-51.0024660974741,-51.355359099805355,0.5873189482047572
testament and will,-57.383775889873505,-46.02988117933273,1.1723602573729582e-5
Thursday and Tuesday,-66.3096204996109,-64.5195243358612,0.14306093392830704
Tories and Whigs,-70.0275827664882,-67.36658357270062,0.06531430779401347
turns and twists,-45.66065147332847,-38.581071799620986,8.414184608956885e-4
vinegar and water,-56.89930748939514,-56.602636218070984,0.42637141952151103
wisdom and wit,-65.78947708010674,-64.83653822541237,0.27829417879792734
self-aggrandisement and self-confidence,-73.506499374852865,-72.89147109785699,0.3509130349899203
retribution and violence,-53.19974502362311,-51.15575341321528,0.11466090490417075
grandfather and great-grandfather,-54.998570099473,-58.2873717546463,0.964042637267708
design and outline,-86.8134291684255,-87.87766278907657,0.7434987640900973
distinction and tone,-74.93120840191841,-69.0065467953682,0.0026655876125174782
bicep and forearm,-71.98400475643575,-73.13092657868401,0.7589482261667639
delirium and illness,-101.12884771823883,-101.53743124008179,0.6007481853748843
temperature and wind-velocity,-58.917132349684834,-59.56841461546719,0.6572993601340145
reference and withdrawal,-95.3810673058033,-99.60980582237244,0.9856384982595012
attraction and conflict,-43.3596396446228,-44.474252104759216,0.7529880162119316
exasperation and love,-77.24063105508685,-74.23190235812217,0.04703309392696328
crisis and destruction,-76.0589719847776,-78.49290267028846,0.9193783629155116
drawing and models,-68.79026961326599,-71.7555622458458,0.9509813042746891
non-poetry and poetry,-59.08861023187637,-59.89533074200153,0.6914102249544936
peace and rehabilitation,-66.9055277860025,-66.93723596038762,0.507926379503417
clarification and reexamination,-82.54444953985512,-81.49306401796639,0.2589591313551762
beech and horse-chestnut,-81.92179545760155,-81.30534989014268,0.35059028263180275
boards and two-by-fours,-88.20846091935528,-84.17956015607342,0.017482792205076182
classifications and probings,-80.3369609117508,-77.80318593978882,0.07352408759714157
lights and motor,-65.8639388680458,-66.9673016667366,0.7508896623686447
usefulness and viability,-51.286923790350556,-51.783739286474884,0.621710669645031
directness and truth,-50.39514446258545,-48.76142472028732,0.16332143080897785
career and wanderings,-115.69051948934793,-116.78430952504277,0.7490947379711395
goodnight and lullaby,-63.81626822426915,-61.041919339448214,0.058726156603610705
names and specialties,-61.807844737544656,-63.84930328465998,0.88508170316186
farms and hayfields,-57.14346578717232,-57.34573969244957,0.550396762539575
aims and backgrounds,-52.73855382204056,-54.6586771607399,0.8721521869163154
sushi and tea,-44.8803905248642,-46.52941954135895,0.8387597760430856
interconnectedness and quality,-56.4577294588089,-58.63319381326437,0.8980244626394207
stalls and urinals,-95.82908405270427,-91.8955550706014,0.019198668744278013
childhood and hobo,-110.46484488714486,-115.66782667953521,0.9945299463881546
acknowledgment and authentication,-68.16474924236536,-68.07272191345692,0.47700939116134666
capture and isolation,-65.60111769102514,-64.83421709970571,0.31714995164627746
friends and tenants,-46.76576638221741,-50.25289613008499,0.9703193448759035
bankers and friends,-61.381036546081305,-63.37993514724076,0.8806813896555723
ketches and yachts,-62.425183014944196,-55.42262349650264,9.087244400341742e-4
salt and whiskey,-60.68486386537552,-58.691367626190186,0.11988746813156727
equality and relativism,-66.97171746194363,-70.2219729423523,0.962682291899267
desire and response,-77.59164480119944,-76.04859333485365,0.17609211912938577
bleedings and pills,-101.44559702277184,-99.64964136481285,0.1423440934574334
contortion and scream,-55.47831227630377,-55.18914608284831,0.4282080089587727
preparations and services,-61.465017382986844,-62.48472479521297,0.7349156029969565
incredulity and shock,-45.7667902346584,-41.45836814006907,0.013276135931828912
hillbilly and jazz,-101.74648932355922,-102.95501811664144,0.7700385324217515
action and interests,-75.19227069616318,-75.7683057487011,0.6401545625955465
dialects and localisms,-81.0941262692213,-79.41653206199408,0.15741429836905965
contemplation and delight,-51.94002280570567,-49.60272748209536,0.08808091976284345
articulation and establishment,-71.98496510530822,-69.7092796440702,0.0931568001177271
holland and japan,-64.05683867633343,-66.30911957100034,0.9048470988795932
clothing and decorations,-82.05304706096649,-85.24597072601318,0.9605671120858963
ambiguities and fears,-80.10188844974618,-80.09400844891206,0.49803000998524055
door and sill,-112.51485710963607,-112.23828051611781,0.43129326881965435
angst and science,-79.3225930929184,-74.35111927986145,0.006885188192203953
pills and tonics,-66.0880633816123,-64.31691829115152,0.14539998355430953
gossip and truth,-52.39202353358269,-52.53064917773008,0.5346010179295945
animosity and resistance,-74.73577576875687,-76.90882760286331,0.8978033201611385
accessories and aircraft,-85.63156540039927,-81.12849230132997,0.010953599763567176
charters and contracts,-107.0287008387968,-106.95138473715633,0.4806805975586317
bale and box,-96.8305070195347,-99.18750398978591,0.9134887794821782
marquees and signs,-89.28855490684509,-84.77462231367826,0.010836574794170639
dregs and wine,-62.40864520892501,-58.25356381479651,0.015442309326502784
bitterness and youth,-75.1162436734885,-72.24153958074749,0.053418290307167854
anthropologist and engineer,-76.54977902490646,-75.73067174293101,0.30595319200241744
gardens and riverbanks,-43.60500107705593,-44.39752618968487,0.6883732639050025
ambush and death,-64.73495706915855,-65.8107940852642,0.7457053691861831
dryness and dust,-60.26858511567116,-60.421251729130745,0.5380926962484462
unhappiness and women,-67.82433262467384,-61.155460461974144,0.0012682196819136038
berries and gardens,-68.69608536921442,-67.72788076195866,0.2752385066687914
choir and glee-club,-61.10808825492859,-65.22033020853996,0.9838926634325843
cry and rustle,-59.74013492744416,-54.368724214844406,0.004626070310572947
sky and wasteland,-73.24239641427994,-73.89242124557495,0.6570160583272644
painting and sculptures,-69.27102823927999,-71.26819473877549,0.8804992574549503
chorus and verses,-52.74089479446411,-53.75918793678284,0.7346399909647819
greed and pettiness,-65.86216927925125,-63.14820456504822,0.06215434193027576
sparkle and spring,-49.31641457974911,-49.8963260948658,0.6410470457101948
bankruptcy and death,-78.71309235319495,-77.27101109363139,0.19122326048507943
boy and mount,-69.09374131448567,-69.86057742498815,0.6828360838455179
romance and snobbery,-75.99169514141977,-75.66978129372,0.42020939944177726
catholics and non-catholics,-102.57472001761198,-107.35108560323715,0.9916438446941619
vitality and will,-85.58461639285088,-84.1049619615078,0.18547962107095564
covers and towels,-86.78928933292627,-86.79910822957754,0.5024547044411944
ingratitude and injury,-66.68633809033781,-69.52087213937193,0.9445137000315745
diamonds and mink,-90.21491169556975,-90.32544270530343,0.5276046540765251
jubilation and regret,-73.33657909929752,-71.87800869904459,0.18868607615471059
cover and pillows,-75.95265908678994,-77.11590858123964,0.7619226634183047
acids and tannin,-80.71587885171175,-77.08898821659386,0.025909598005150577
passage and rhythm,-64.09570297598839,-67.09029534459114,0.9523292293447978
onrush and retreat,-78.50088284909725,-81.54433856904507,0.9544991488882698
