...1,binom,Word1,Word2,Alpha Probs,Nonalpha Probs,checkpoint,ProbAandB,log_odds,Alpha,Nonalpha,OverallFreq,Word1_freq,Word2_freq,Weird?,Form,Percept,Culture,Power,Intense,Icon,Freq,Len,Lapse,no_final_stress,GenPref,y_vals,num_tokens,n_billion_tokens
17,harpies and wolverines,harpies,wolverines,-76.9765625,-78.96875,step0-tokens0B,0.8799743722456386,1.9921875,harpies and wolverines,wolverines and harpies,0,186488,1749798,no,0,-1,0,0,0,0,-2.238888738,1,-1,1,0.5714926980135802,0.2879439275730262,0B,0
18,keas and wolverines,keas,wolverines,-68.8671875,-68.3828125,step0-tokens0B,0.38121956625615,-0.484375,keas and wolverines,wolverines and keas,0,41506,1749798,no,0,-1,-1,-1,0,0,-3.741417637,2,0,0,0.28491468083539706,-0.9202120931179661,0B,0
19,bonobos and wolverines,bonobos,wolverines,-80.140625,-78.140625,step0-tokens0B,0.11920292202211757,-2,bonobos and wolverines,wolverines and bonobos,0,290761,1749798,no,0,0,0,0,0,0,-1.794754008,0,-1,-1,0.4260534593626886,-0.29797142734636417,0B,0
20,capybaras and ibex,capybaras,ibex,-78.65625,-80.7109375,step0-tokens0B,0.8864204083088262,2.0546875,capybaras and ibex,ibex and capybaras,0,77225,405760,no,0,0,0,0,0,0,-1.659038613,-2,-1,-1,0.35636088244063857,-0.5911942604630338,0B,0
21,capybaras and harpies,capybaras,harpies,-90.515625,-89.0234375,step0-tokens0B,0.18359362263419612,-1.4921875,capybaras and harpies,harpies and capybaras,0,77225,186488,no,0,1,0,-1,-1,0,-0.881643655,-2,0,0,0.4042523912313735,-0.3877776884851256,0B,0
22,capybaras and keas,capybaras,keas,-79.4453125,-81.140625,step0-tokens0B,0.8449215283934064,1.6953125,capybaras and keas,keas and capybaras,0,77225,41506,no,0,1,1,1,0,0,0.6208852437,-3,-1,-1,0.5934734630919691,0.3783432921802061,0B,0
23,ibex and narwhals,ibex,narwhals,-67.7421875,-65.5546875,step0-tokens0B,0.10087862273005653,-2.1875,ibex and narwhals,narwhals and ibex,0,405760,86641,no,0,1,0,-1,0,0,1.543988707,0,0,0,0.5357407880252771,0.14320739692737267,0B,0
24,harpies and narwhals,harpies,narwhals,-77.75,-77.90625,step0-tokens0B,0.5389832206876841,0.15625,harpies and narwhals,narwhals and harpies,0,186488,86641,no,0,-1,0,0,1,0,0.7665937492,0,-1,-1,0.4233333096548839,-0.3091046050334284,0B,0
25,keas and narwhals,keas,narwhals,-68.2890625,-66.7578125,step0-tokens0B,0.17781086947804958,-1.53125,keas and narwhals,narwhals and keas,0,41506,86641,no,0,0,-1,-1,0,0,-0.7359351495,1,0,0,0.36200860449946104,-0.5666568156987601,0B,0
26,ibex and ocelots,ibex,ocelots,-68.2890625,-65.2890625,step0-tokens0B,0.04742587317756678,-3,ibex and ocelots,ocelots and ibex,0,405760,84729,no,0,0,0,0,0,0,1.566303924,1,0,0,0.5764726271403577,0.3083097106173805,0B,0
27,keas and ocelots,keas,ocelots,-68.5234375,-67.953125,step0-tokens0B,0.3611647202343208,-0.5703125,keas and ocelots,ocelots and keas,0,41506,84729,no,0,-1,-1,-1,0,0,-0.7136199328,2,0,0,0.3404638478266884,-0.661227842034413,0B,0
28,bonobos and ocelots,bonobos,ocelots,-80.9921875,-82.078125,step0-tokens0B,0.7476159547235899,1.0859375,bonobos and ocelots,ocelots and bonobos,0,290761,84729,no,0,0,1,0,0,0,1.233043696,0,-1,-1,0.5937242316635813,0.3793827937200819,0B,0
29,harpies and ibex,harpies,ibex,-61.1171875,-64.4921875,step0-tokens0B,0.9669140216112958,3.375,harpies and ibex,ibex and harpies,0,186488,405760,no,0,-1,0,0,1,0,-0.777394958,0,-1,-1,0.39146210219709704,-0.4411704819779082,0B,0
30,ibex and keas,ibex,keas,-55.4375,-54.0390625,step0-tokens0B,0.19806417366892504,-1.3984375,ibex and keas,keas and ibex,0,405760,41506,no,0,1,1,1,0,0,2.279923857,-1,0,0,0.729375607633055,0.9914569826689006,0B,0
31,bonobos and ibex,bonobos,ibex,-65.7890625,-64.609375,step0-tokens0B,0.23510838921999314,-1.1796875,bonobos and ibex,ibex and bonobos,0,290761,405760,no,0,0,0,0,0,0,-0.3332602279,-1,-1,-1,0.41936578233907684,-0.32537745688874503,0B,0
32,ibex and koalas,ibex,koalas,-65.171875,-64.15625,step0-tokens0B,0.2658804730998169,-1.015625,ibex and koalas,koalas and ibex,0,405760,625349,no,0,0,-1,0,0,0,-0.4325480421,1,1,1,0.4713669959544411,-0.11465746170600533,0B,0
33,ibex and sloths,ibex,sloths,-50.828125,-51.1328125,step0-tokens0B,0.5755880133300378,0.3046875,ibex and sloths,sloths and ibex,0,405760,420234,no,0,0,-1,1,0,0,-0.03504984718,-1,0,0,0.42746759137981555,-0.29219086690446183,0B,0
34,aardvarks and ibex,aardvarks,ibex,-77.078125,-78.09375,step0-tokens0B,0.7341195269001831,1.015625,aardvarks and ibex,ibex and aardvarks,0,58045,405760,no,0,0,1,0,0,0,-1.94454328,0,0,0,0.5680652808348717,0.2739618793826944,0B,0
35,harpies and keas,harpies,keas,-65.40625,-65.78125,step0-tokens0B,0.5926665999540698,0.375,harpies and keas,keas and harpies,0,186488,41506,no,0,-1,1,1,1,0,1.502528899,-1,-1,-1,0.5694166848584832,0.2794716406909925,0B,0
36,bonobos and harpies,bonobos,harpies,-79.1015625,-78.296875,step0-tokens0B,0.3090237111195067,-0.8046875,bonobos and harpies,harpies and bonobos,0,290761,186488,no,0,1,0,-1,-1,0,0.44413473,-1,0,0,0.4695475164299526,-0.12196088491939039,0B,0
37,harpies and koalas,harpies,koalas,-76.6640625,-74.6484375,step0-tokens0B,0.11757213354550883,-2.015625,harpies and koalas,koalas and harpies,0,186488,625349,no,0,-1,-1,0,1,0,-1.209943,1,0,0,0.3594510874965562,-0.57774737367536,0B,0
38,harpies and wombats,harpies,wombats,-64.9765625,-67.8515625,step0-tokens0B,0.9465966702001757,2.875,harpies and wombats,wombats and harpies,0,186488,228721,no,0,-1,0,1,1,0,-0.2041360263,0,-1,-1,0.46693255202911266,-0.13246314116030422,0B,0
39,aardvarks and harpies,aardvarks,harpies,-89.421875,-85.640625,step0-tokens0B,0.022286185539225498,-3.78125,aardvarks and harpies,harpies and aardvarks,0,58045,186488,no,0,1,0,0,-1,0,-1.167148322,0,1,1,0.5790029683650513,0.3186818213606025,0B,0
40,bonobos and keas,bonobos,keas,-69.125,-68.828125,step0-tokens0B,0.42632159254749036,-0.296875,bonobos and keas,keas and bonobos,0,290761,41506,no,0,1,1,1,0,0,1.946663629,-2,-1,-1,0.6556932495586142,0.6441600957716019,0B,0
41,keas and koalas,keas,koalas,-67.5546875,-67,step0-tokens0B,0.3647775585204021,-0.5546875,keas and koalas,koalas and keas,0,41506,625349,no,0,-1,-1,-1,0,0,-2.712471899,2,1,1,0.3394323126090292,-0.6658250443663524,0B,0
42,keas and sloths,keas,sloths,-54.421875,-53.59375,step0-tokens0B,0.30404167496654744,-0.828125,keas and sloths,sloths and keas,0,41506,420234,no,0,-1,-1,0,0,0,-2.314973704,0,0,0,0.30082792751274773,-0.843358449557966,0B,0
43,keas and wombats,keas,wombats,-57.0546875,-57.6875,step0-tokens0B,0.6531269142203083,0.6328125,keas and wombats,wombats and keas,0,41506,228721,no,0,-1,-1,-1,0,0,-1.706664925,1,0,0,0.2893415476569124,-0.8985841218256359,0B,0
44,keas and lions,keas,lions,-45.546875,-45.328125,step0-tokens0B,0.44552953503957266,-0.21875,keas and lions,lions and keas,0,41506,19766321,no,0,-1,-1,-1,-1,0,-6.165896814,0,1,1,0.2167473539716161,-1.284722900251833,0B,0
45,aardvarks and keas,aardvarks,keas,-78.84375,-80.4453125,step0-tokens0B,0.8322366527818007,1.6015625,aardvarks and keas,keas and aardvarks,0,58045,41506,no,0,1,1,1,0,0,0.3353805767,-1,0,0,0.6953240963767371,0.8251294620259344,0B,0
46,bonobos and wombats,bonobos,wombats,-69.21875,-68.046875,step0-tokens0B,0.23651623644570757,-1.171875,bonobos and wombats,wombats and bonobos,0,290761,228721,no,0,0,0,1,0,0,0.2399987037,-1,-1,-1,0.49583256748790977,-0.016670116079694597,0B,0
47,aardvarks and bonobos,aardvarks,bonobos,-93.3125,-89.0078125,step0-tokens0B,0.013325147705881429,-4.3046875,aardvarks and bonobos,bonobos and aardvarks,0,58045,290761,no,0,0,0,0,0,0,-1.611283052,1,1,1,0.550548918849493,0.20288879627999296,0B,0
48,ocarinas and vibraphones,ocarinas,vibraphones,-93.5859375,-90.828125,step0-tokens0B,0.0596469429451214,-2.7578125,ocarinas and vibraphones,vibraphones and ocarinas,0,25781,16255,no,0,0,1,0,0,0,0.4612372328,-1,-1,-1,0.5401509282596678,0.16095026655090905,0B,0
49,cymbals and ocarinas,cymbals,ocarinas,-85.34375,-85.0859375,step0-tokens0B,0.4359015199773826,-0.2578125,cymbals and ocarinas,ocarinas and cymbals,0,840625,25781,no,0,0,1,1,0,0,3.484507876,2,0,0,0.7863131089907258,1.3028432531177554,0B,0
50,clarinets and ocarinas,clarinets,ocarinas,-79.3984375,-80.921875,step0-tokens0B,0.8210441123099045,1.5234375,clarinets and ocarinas,ocarinas and clarinets,0,243271,25781,no,0,0,1,1,0,0,2.244538262,0,1,1,0.7423705361505314,1.0583261274000662,0B,0
51,cellos and ocarinas,cellos,ocarinas,-68.578125,-70.78125,step0-tokens0B,0.9005297861178929,2.203125,cellos and ocarinas,ocarinas and cellos,0,268657,25781,no,0,0,1,0,0,0,2.343797687,2,0,0,0.7202291749686441,0.9455986739323422,0B,0
52,didgeridoos and vibraphones,didgeridoos,vibraphones,-101.125,-99.3984375,step0-tokens0B,0.15102780199255098,-1.7265625,didgeridoos and vibraphones,vibraphones and didgeridoos,0,27696,16255,no,0,0,0,0,0,0,0.5328874447,-1,0,0,0.47878389059777837,-0.08491542531611426,0B,0
53,lutes and marimbas,lutes,marimbas,-69.09375,-69.6875,step0-tokens0B,0.6442251064863697,0.59375,lutes and marimbas,marimbas and lutes,0,159875,46966,no,0,0,0,0,0,0,1.224968324,2,1,1,0.6451767867370823,0.5979046925768685,0B,0
54,kalimbas and lutes,kalimbas,lutes,-77.1796875,-78.1328125,step0-tokens0B,0.7217432062975978,0.953125,kalimbas and lutes,lutes and kalimbas,0,14400,159875,no,0,0,0,0,0,0,-2.407164053,-2,-1,-1,0.3418219367188277,-0.6551855589986626,0B,0
55,clarinets and kalimbas,clarinets,kalimbas,-88.0546875,-89.3046875,step0-tokens0B,0.7772998611746912,1.25,clarinets and kalimbas,kalimbas and clarinets,0,243271,14400,no,0,0,1,1,0,0,2.826947842,0,1,1,0.7517827161314903,1.1081428336783479,0B,0
56,kalimbas and trumpets,kalimbas,trumpets,-76.5859375,-77.4921875,step0-tokens0B,0.7122321842389469,0.90625,kalimbas and trumpets,trumpets and kalimbas,0,14400,1217280,no,0,0,-1,-1,0,0,-4.437145934,-1,0,0,0.23360373298298662,-1.1880731247805756,0B,0
57,cellos and kalimbas,cellos,kalimbas,-76.6171875,-76.4453125,step0-tokens0B,0.45713671682749474,-0.171875,cellos and kalimbas,kalimbas and cellos,0,268657,14400,no,0,0,1,1,0,0,2.926207266,1,0,0,0.7507606214255281,1.1026730601250883,0B,0
58,kalimbas and saxophones,kalimbas,saxophones,-87.5625,-89.25,step0-tokens0B,0.8438951025545426,1.6875,kalimbas and saxophones,saxophones and kalimbas,0,14400,327480,no,0,0,-1,-1,0,0,-3.124198778,0,-1,-1,0.2516692211660172,-1.0897294870595946,0B,0
59,lutes and saxophones,lutes,saxophones,-67.421875,-68.34375,step0-tokens0B,0.7154239957834734,0.921875,lutes and saxophones,saxophones and lutes,0,159875,327480,no,0,0,-1,-1,0,0,-0.7170347246,2,0,0,0.3982829830330127,-0.41262449802671775,0B,0
60,casserole and eagle,casserole,eagle,-57.03125,-56.8671875,step0-tokens0B,0.4590761278106335,-0.1640625,casserole and eagle,eagle and casserole,0,3588647,16512285,yes,0,-1,0,0,-1,0,-1.526329398,-1,1,1,0.4104156334723091,-0.36224743874921694,0B,0
61,kite and linguist,kite,linguist,-55.28125,-57.8984375,step0-tokens0B,0.9319595797274411,2.6171875,kite and linguist,linguist and kite,0,4339660,874073,yes,0,-1,1,0,0,0,1.602387387,1,1,1,0.6563896565436474,0.6472463083884862,0B,0
62,algorithm and perfume,algorithm,perfume,-31.8359375,-33.453125,step0-tokens0B,0.8344068863691763,1.6171875,algorithm and perfume,perfume and algorithm,0,54688589,7461375,yes,0,-1,-1,0,0,0,1.991915363,-2,-1,-1,0.27965503015341253,-0.9461734136298062,0B,0
63,forest and screwdriver,forest,screwdriver,-41.703125,-43.2890625,step0-tokens0B,0.8300437698548123,1.5859375,forest and screwdriver,screwdriver and forest,0,73685641,2733340,yes,0,0,0,0,0,0,3.294283645,1,0,0,0.6120917518078585,0.45611335460257046,0B,0
64,slipper and volcano,slipper,volcano,-46.90625,-45.234375,step0-tokens0B,0.1581743527484317,-1.671875,slipper and volcano,volcano and slipper,0,1118544,6804199,yes,0,0,1,-1,-1,0,-1.805512082,1,0,0,0.5398950778258259,0.1599202651998474,0B,0
65,harmonica and microscope,harmonica,microscope,-40.6796875,-40.453125,step0-tokens0B,0.4436004207211306,-0.2265625,harmonica and microscope,microscope and harmonica,0,1359198,7785003,yes,0,0,0,0,0,0,-1.745304371,-1,-2,-1,0.43724742839241704,-0.25234081693175797,0B,0
66,cookbook and zenith,cookbook,zenith,-66.7578125,-66.765625,step0-tokens0B,0.5019531150659531,0.0078125,cookbook and zenith,zenith and cookbook,0,7003414,2247901,yes,0,1,1,0,0,0,1.136400853,0,1,1,0.7216705216910971,0.9527631078897986,0B,0
67,hammock and hydrogen,hammock,hydrogen,-53.9296875,-56.625,step0-tokens0B,0.9367494780065267,2.6953125,hammock and hydrogen,hydrogen and hammock,0,2652599,20814788,yes,0,1,-1,0,0,0,-2.060123782,1,1,0,0.4097086868275882,-0.3651697789577366,0B,0
68,neuron and toaster,neuron,toaster,-44.3046875,-44.59375,step0-tokens0B,0.5717666019337795,0.2890625,neuron and toaster,toaster and neuron,0,4244660,2894568,yes,0,-1,-1,0,0,0,0.3828258452,0,1,0,0.3086544654725901,-0.8064173322613784,0B,0
69,marshmallow and telescope,marshmallow,telescope,-57.0859375,-55.1640625,step0-tokens0B,0.12765262532179067,-1.921875,marshmallow and telescope,telescope and marshmallow,0,2541363,8152575,yes,0,0,0,0,0,0,-1.165633277,0,-1,-1,0.43926162284748926,-0.24415925847749906,0B,0
70,casserole and optics,casserole,optics,-57.421875,-55.3984375,step0-tokens0B,0.11676401359822317,-2.0234375,casserole and optics,optics and casserole,0,3588647,6974820,yes,0,1,0,0,0,0,-0.6645312697,-1,1,1,0.5567380190984357,0.22793381228995027,0B,0
71,encyclopedia and comet,encyclopedia,comet,-44.5234375,-45.046875,step0-tokens0B,0.6279512168265432,0.5234375,encyclopedia and comet,comet and encyclopedia,0,10025067,3887981,yes,0,1,0,-1,0,0,0.9471986567,-4,-1,0,0.4197778461808315,-0.323685420355864,0B,0
72,nimbus and waffle,nimbus,waffle,-78.90625,-77.1015625,step0-tokens0B,0.1412814160007008,-1.8046875,nimbus and waffle,waffle and nimbus,0,587749,3154327,yes,0,-1,-1,0,0,0,-1.680230454,0,0,0,0.3123693909163303,-0.7890653556027261,0B,0
73,photon and pumpkin,photon,pumpkin,-33.359375,-33.5859375,step0-tokens0B,0.5563995792788694,0.2265625,photon and pumpkin,pumpkin and photon,0,7096631,15686397,yes,0,-1,-1,0,0,0,-0.7931737393,0,1,1,0.36660370145289306,-0.5468148582413699,0B,0
74,lantern and syntax,lantern,syntax,-35.0625,-35.9140625,step0-tokens0B,0.7008948097542929,0.8515625,lantern and syntax,syntax and lantern,0,4902023,12562326,yes,0,1,1,0,0,0,-0.9410543579,0,-1,-1,0.6088106571896519,0.44231561614875736,0B,0
75,echo and vineyard,echo,vineyard,-47.2265625,-45.984375,step0-tokens0B,0.2240554492316947,-1.2421875,echo and vineyard,vineyard and echo,0,45064711,6846272,yes,0,-1,0,0,0,0,1.884395208,0,0,0,0.4835576118286375,-0.06579327599821186,0B,0
76,nebula and snowman,nebula,snowman,-55.4765625,-57.0859375,step0-tokens0B,0.8333245953120233,1.609375,nebula and snowman,snowman and nebula,0,2168144,1807152,yes,0,-1,-1,0,0,0,0.1821193766,-1,-2,-1,0.31978869903944857,-0.7547430244204432,0B,0
77,botany and teapot,botany,teapot,-67.796875,-68.46875,step0-tokens0B,0.6619228758499942,0.671875,botany and teapot,teapot and botany,0,2063328,1331484,yes,0,-1,-1,0,0,0,0.4380261035,-1,-2,-1,0.32456876933212936,-0.7328539094635536,0B,0
78,chisel and kaleidoscope,chisel,kaleidoscope,-79.8203125,-81.90625,step0-tokens0B,0.8895288461051276,2.0859375,chisel and kaleidoscope,kaleidoscope and chisel,0,1285176,1118092,yes,0,0,0,1,0,0,0.1392720128,2,-1,-1,0.606341876540728,0.43196115403629465,0B,0
79,lava and teacup,lava,teacup,-43.671875,-44.296875,step0-tokens0B,0.6513548646660543,0.625,lava and teacup,teacup and lava,0,6111697,853094,yes,0,-1,-1,1,0,0,1.969090014,0,-1,-1,0.4052538218603504,-0.38362113172570267,0B,0
80,entropy and orchard,entropy,orchard,-43.609375,-44.53125,step0-tokens0B,0.7154239957834733,0.921875,entropy and orchard,orchard and entropy,0,8265645,5707498,yes,0,-1,-1,0,0,0,0.3703270191,-1,-1,0,0.3607134424465706,-0.5722689458512314,0B,0
81,axolotl and vineyard,axolotl,vineyard,-76.546875,-80.8984375,step0-tokens0B,0.9872772918000767,4.3515625,axolotl and vineyard,vineyard and axolotl,0,204694,6846272,yes,0,1,0,0,0,0,-3.509943368,-2,0,0,0.41720901096043167,-0.3342412911524314,0B,0
82,clockwork and meadow,clockwork,meadow,-56.671875,-53.1015625,step0-tokens0B,0.027376488778351356,-3.5703125,clockwork and meadow,meadow and clockwork,0,1808950,4852235,yes,0,-1,0,0,0,0,-0.9866928571,0,1,1,0.46381396503347755,-0.14499764661233416,0B,0
83,algebra and telescope,algebra,telescope,-33.78125,-31.46875,step0-tokens0B,0.09009299396195183,-2.3125,algebra and telescope,telescope and algebra,0,17427385,2758,yes,0,-1,0,0,0,0,8.751292319,0,-2,-1,0.6339061674945562,0.5490112691776708,0B,0
84,arcade and topaz,arcade,topaz,-51.7109375,-52.296875,step0-tokens0B,0.6424324776295581,0.5859375,arcade and topaz,topaz and arcade,0,10059930,1032617,yes,0,0,0,0,0,0,2.27646385,0,0,0,0.5539486589377316,0.216637949170952,0B,0
85,asteroid and compass,asteroid,compass,-29.4140625,-31.4453125,step0-tokens0B,0.8840392817460332,2.03125,asteroid and compass,compass and asteroid,0,3406257,8062871,yes,0,-1,0,1,0,0,-0.8616556621,-1,0,0,0.45179506992851065,-0.19342048511866783,0B,0
86,bicycle and nebula,bicycle,nebula,-42.2265625,-42.6015625,step0-tokens0B,0.5926665999540698,0.375,bicycle and nebula,nebula and bicycle,0,15875767,2168144,yes,0,1,1,0,0,0,1.990922357,0,0,0,0.7025518765090452,0.8594794090856206,0B,0
87,bungalow and entropy,bungalow,entropy,-56.2734375,-55.7890625,step0-tokens0B,0.38121956625614994,-0.484375,bungalow and entropy,entropy and bungalow,0,2493634,8265645,yes,0,1,0,0,0,0,-1.198366684,0,2,1,0.535159628168448,0.14087101253338433,0B,0
88,carnation and gnome,carnation,gnome,-44.359375,-44.46875,step0-tokens0B,0.5273165233795671,0.109375,carnation and gnome,gnome and carnation,0,555072,3256725,yes,0,0,0,0,0,0,-1.769379533,-2,-1,-1,0.35419904032183547,-0.6006323284325122,0B,0
89,cinnamon and harmonica,cinnamon,harmonica,-40.9609375,-43.1640625,step0-tokens0B,0.900529786117893,2.203125,cinnamon and harmonica,harmonica and cinnamon,0,13557070,1359198,yes,0,0,1,0,0,0,2.300013363,1,0,0,0.6877106238596346,0.7894378990111537,0B,0
90,coral and syntax,coral,syntax,-33.7578125,-35.28125,step0-tokens0B,0.8210441123099046,1.5234375,coral and syntax,syntax and coral,0,12309424,12562326,yes,0,1,1,0,0,0,-0.0203371871,0,-1,-1,0.6273978494459996,0.5210696381260641,0B,0
91,dandelion and pendulum,dandelion,pendulum,-68.625,-65.921875,step0-tokens0B,0.06278920859705135,-2.703125,dandelion and pendulum,pendulum and dandelion,0,1562624,2662527,yes,0,0,0,0,0,0,-0.5329092123,-1,1,0,0.4085662807666531,-0.3698954665868709,0B,0
92,delirium and telescope,delirium,telescope,-46.8046875,-42.484375,step0-tokens0B,0.013121271126550954,-4.3203125,delirium and telescope,telescope and delirium,0,1927281,8152575,yes,0,-1,-1,0,1,0,-1.442223627,-1,-2,-1,0.29421372461065937,-0.8750060078917311,0B,0
93,anchors and sandstorms,anchors,sandstorms,-51.53125,-53.1796875,step0-tokens0B,0.8386797622482537,1.6484375,anchors and sandstorms,sandstorms and anchors,0,4024620,132208,yes,0,1,0,0,-1,0,3.415809335,0,-1,-1,0.593375245047994,0.3779362076900792,0B,0
94,scissors and volcanoes,scissors,volcanoes,-54.5,-53.53125,step0-tokens0B,0.2751297238231752,-0.96875,scissors and volcanoes,volcanoes and scissors,0,5169136,2902130,yes,0,0,1,-1,0,0,0.5772606064,1,0,0,0.5944537532011891,0.3824080061439393,0B,0
95,equations and lanterns,equations,lanterns,-44.7578125,-45.375,step0-tokens0B,0.6495786194168923,0.6171875,equations and lanterns,lanterns and equations,0,27734850,2788354,yes,0,-1,0,0,0,0,2.297238288,-1,0,0,0.4544029876065766,-0.18289618847201025,0B,0
96,satellites and tulips,satellites,tulips,-57.6640625,-57.2109375,step0-tokens0B,0.38861802670584894,-0.453125,satellites and tulips,tulips and satellites,0,7275409,1634883,yes,0,-1,0,0,0,0,1.492928789,-1,1,1,0.47868353387600177,-0.08531757970991471,0B,0
97,compasses and hedgehogs,compasses,hedgehogs,-65.4609375,-66.6171875,step0-tokens0B,0.7606506526772884,1.15625,compasses and hedgehogs,hedgehogs and compasses,0,381535,703522,yes,0,-1,0,0,0,0,-0.6118965586,-1,-2,-1,0.4002821502016272,-0.4042896203260615,0B,0
98,comets and neckties,comets,neckties,-56.5390625,-56.1875,step0-tokens0B,0.4130035702536834,-0.3515625,comets and neckties,neckties and comets,0,1747239,176271,yes,0,-1,0,1,0,0,2.293769523,0,-1,-1,0.5156250279548293,0.06252046890995688,0B,0
99,castles and headphones,castles,headphones,-43.875,-44.2109375,step0-tokens0B,0.5832033568379531,0.3359375,castles and headphones,headphones and castles,0,4660868,13970646,yes,0,0,-1,1,0,0,-1.097756717,0,-1,-1,0.40202130737429853,-0.39705003162208785,0B,0
