binom,Alpha Probs,Nonalpha Probs,ProbAandB,log_odds
anger and fear,-46.47755508404225,-46.717690096236765,0.5597469206318649,0.24013501219451427
head and tail,-41.81493566185236,-44.93777487426996,0.9578250707660956,3.1228392124176025
novels and stories,-39.931469270493835,-39.724476082250476,0.4484356827668586,-0.20699318824335933
sunrise and sunset,-31.00459790957393,-33.844372438046776,0.944787701922275,2.8397745284728444
sympathy and understanding,-56.77025010762736,-56.43246854050085,0.41634846137841236,-0.3377815671265125
shoes and socks,-48.66674418048933,-49.9310414022184,0.7797649635176155,1.2642972217290662
equipment and personnel,-62.12082263827324,-61.64524103142321,0.3832960058197441,-0.47558160685002804
eyes and face,-65.21836066550895,-64.8488831259674,0.4086672724633261,-0.36947753954154905
ink and paper,-33.27077393606305,-32.38285770826042,0.29154003196983513,-0.8879162278026342
muscles and nerves,-44.221336503047496,-43.50383025954943,0.327942361305196,-0.7175062434980646
charts and maps,-77.70073463208973,-77.3061731737107,0.4026197064165104,-0.3945614583790302
elbows and knees,-29.343408443033695,-28.38363185810158,0.27692292852404465,-0.9597765849321149
Christmas and Easter,-33.0245877641737,-35.11954166432952,0.8904117563136142,2.094953900155815
nature and size,-44.21835795324296,-44.58567143790424,0.5908096624628709,0.3673134846612811
gums and teeth,-32.88930294950114,-30.814857223638683,0.11160548446787057,-2.0744457258624607
chairs and sofas,-35.10620754212141,-33.8627190295374,0.2238293434084718,-1.2434885125840083
characters and situations,-42.82728539779782,-45.59095035865903,0.9406804720838049,2.763664960861206
joy and pleasure,-43.38653142284602,-44.24272352899425,0.7018644627208024,0.856192106148228
Thursday and Tuesday,-55.70420907693915,-48.810800345556345,0.0010134218874398443,-6.893408731382806
barley and oats,-51.85479933023453,-53.47487913444638,0.8348061354914356,1.620079804211855
beauty and dignity,-42.63267682958394,-43.94402687251568,0.7877389792227271,1.3113500429317355
boats and ships,-37.90165205672383,-38.10790767520666,0.5513818789713445,0.20625561848282814
misery and pain,-51.301238507032394,-52.38644318759907,0.7474776566185142,1.085204680566676
bones and skulls,-34.857011158252135,-34.106482421339024,0.32070610261460003,-0.7505287369131111
dairy and poultry,-48.636867755652474,-51.85729981375016,0.9615959732224756,3.2204320580976855
being and existence,-53.18338008224964,-52.047301307320595,0.24304102989382684,-1.1360787749290466
radar and radio,-37.39436960220337,-38.426532382145524,0.7373349809358357,1.0321627799421549
humility and pride,-45.88829758763313,-45.76877840002999,0.4701557213631992,-0.11951918760314584
pitch and volume,-49.95114790345542,-49.303189490688965,0.34344975170588377,-0.6479584127664566
skirt and sweater,-39.577074494212866,-40.47176967561245,0.7098581420457669,0.8946951813995838
linen and silk,-59.20455413963646,-59.811289977282286,0.6471958434380265,0.6067358376458287
checks and money,-58.02546993311262,-59.74825204903027,0.8484868434646172,1.7227821159176528
calluses and corns,-42.585080571938306,-39.89623814076185,0.06363495787946886,-2.688842431176454
action and motion,-53.36181505731656,-53.77461255094386,0.6017584752642047,0.4127974936272949
brain and intelligence,-58.075682789087296,-62.853352315723896,0.9916546426558212,4.7776695266366005
conduct and manners,-36.0504992735805,-33.55583166796714,0.07623284717955688,-2.4946676056133583
completeness and unity,-53.26142882498971,-53.213145534842624,0.48793152195168055,-0.04828329014708288
hostility and indifference,-46.131705086445436,-47.47176342597231,0.7924995351905083,1.3400583395268768
depth and force,-55.623089376837015,-54.72391661442816,0.2892205246151903,-0.8991727624088526
hours and miles,-37.370022900402546,-38.69376243278384,0.7898031944565738,1.3237395323812962
movements and speech,-52.39614159800112,-53.65283893235028,0.7784570483919703,1.2566973343491554
schools and synagogues,-51.86953688459471,-51.72443675249815,0.4637884779544417,-0.1451001320965588
arrangers and composers,-42.7141427641036,-39.620375610888004,0.04336508716479358,-3.0937671532155946
happiness and laughter,-45.054126761853695,-45.29356154054403,0.559574354662971,0.23943477869033813
diagrams and sketches,-38.71452081389725,-37.95358369441237,0.31844284201499057,-0.7609371194848791
pail and shovel,-61.33259203378111,-60.15333541925065,0.2351858852470262,-1.179256614530459
candies and cookies,-48.89536000479711,-46.4005711573991,0.07622430960197647,-2.494788847398013
county and village,-61.24300060445967,-61.447000078318524,0.5508237347910218,0.20399947385885753
charm and variety,-33.99740807712078,-31.587498791515827,0.08242017833398868,-2.4099092856049538
bouquets and wreaths,-49.21055830096884,-48.434325629568775,0.31513239903557455,-0.7762326714000665
beech and elm,-59.4517271983932,-61.15468901093118,0.845921168892816,1.7029618125379784
complexity and obscurity,-52.227250169962645,-54.59388103336096,0.9142470908342492,2.3666308633983135
devotion and effort,-57.25706878839992,-55.85868438100442,0.1980726067550331,-1.398384407395497
alibis and excuses,-49.26159412134439,-48.58657826855779,0.33737461888300935,-0.6750158527866006
body and mind,-34.017549778101966,-33.7952569287736,0.4446545042325055,-0.2222928493283689
man and woman,-32.133801355957985,-35.70196622610092,0.9725662681648405,3.5681648701429367
law and order,-35.9530950859189,-41.16950498521328,0.9946025140804055,5.216409899294376
cause and effect,-52.95298855751753,-56.75146255642176,0.9780860450142788,3.798473998904228
radio and television,-49.600941833108664,-48.930572383105755,0.33841411969734664,-0.6703694500029087
feet and hands,-31.960500448942184,-30.109091490507126,0.13570755400712292,-1.8514089584350586
money and time,-49.35291875898838,-47.96302516758442,0.19942474491821185,-1.3898935914039612
blood and flesh,-51.96259309502784,-46.804752058931626,0.005721188853635262,-5.157841036096215
god and man,-49.168061167001724,-48.5012171715498,0.3392038828097263,-0.6668439954519272
brother and sister,-36.18142166361213,-37.30244990438223,0.7541793947391014,1.1210282407701015
father and son,-50.26958038128214,-48.285699853498954,0.12090577889060541,-1.9838805277831852
men and officers,-65.12089430913329,-65.13298420794308,0.50302243788782,0.012089898809790611
south and west,-49.44418418966234,-49.84919889271259,0.599891897918957,0.4050147030502558
error and trial,-43.31367003917694,-32.755177102983,2.5971288779453647e-05,-10.558492936193943
arts and crafts,-36.890450779290404,-42.728974909114186,0.997095322858424,5.8385241298237815
pressure and temperature,-30.693761855363846,-31.385993637144566,0.6664632136898335,0.6922317817807198
days and nights,-27.90954510134179,-30.929365135729313,0.953461540589165,3.0198200343875214
land and sea,-28.056892439723015,-30.473557874560356,0.9180893302095412,2.4166654348373413
north and west,-32.68478662148118,-33.63306635990739,0.7207690879650344,0.9482797384262085
spring and summer,-28.491182029247284,-29.97352746129036,0.8149265830108325,1.4823454320430756
magazines and newspapers,-28.804693939135177,-28.709694937831955,0.47626809498515815,-0.09499900130322203
hands and knees,-35.63143024913734,-53.743447065353394,0.9999999863839533,18.112016816216055
moon and sun,-39.32262371573597,-34.07046495610848,0.005208927487812946,-5.252158759627491
fathers and mothers,-54.95573219252401,-47.2471022568061,0.0004487346741290869,-7.708629935717909
city and county,-42.312772564124316,-43.59367611212656,0.7826035410307535,1.280903548002243
ears and eyes,-48.619015916250646,-46.79725101776421,0.13922223387653176,-1.8217648984864354
college and school,-38.9390866458416,-36.41568663716316,0.07423394694585027,-2.5234000086784363
college and university,-29.080004582181573,-31.916836015880108,0.9446339774977738,2.836831433698535
dark and light,-51.94480166235007,-51.515988120110705,0.39440968228588036,-0.42881354223936796
future and past,-52.72484687902033,-48.85287064593285,0.020392671039842464,-3.87197623308748
evening and morning,-51.47399852517992,-46.299314954318106,0.005626174056862539,-5.174683570861816
ice and snow,-48.550483118742704,-48.891068238765,0.5843326485790433,0.3405851200222969
husbands and wives,-37.95403604116291,-40.516828106250614,0.9284282104954727,2.562792065087706
boys and men,-26.198961183428764,-26.151177689433098,0.48805639894577446,-0.047783493995666504
bread and butter,-51.52093275706284,-56.143723328597844,0.9902702585559269,4.622790571535006
head and shoulders,-55.996446879405994,-57.32169278181391,0.7900531639619207,1.3252459024079144
rock and roll,-36.60132038593292,-43.400246262550354,0.9988862696557775,6.798925876617432
testament and will,-31.239648908376694,-24.977512741461396,0.0019035370503643824,-6.2621361669152975
engineers and scientists,-31.7836097702384,-30.06182858941611,0.15164187855742517,-1.7217811808222905
man and wife,-39.82641850737855,-45.87355857435614,0.9976409632278672,6.04714006697759
arms and hands,-41.827269369969144,-43.121130832252675,0.7848000645696211,1.2938614622835303
math and science,-36.31918826699257,-36.635815650224686,0.5785021004267837,0.3166273832321167
son and wife,-24.0870486262138,-22.03884894720977,0.11423442013555275,-2.0481996790040284
fingers and thumb,-43.613599398580845,-43.458657328854315,0.461341790755305,-0.15494206972653046
flesh and skin,-45.914349123835564,-45.27117411792278,0.34452917804188327,-0.6431750059127808
life and religion,-40.75428259372711,-41.25940549373627,0.6236624743018555,0.5051229000091553
conscience and religion,-58.190719567239285,-57.22124461084604,0.2749851669067857,-0.9694749563932419
pain and pressure,-42.30567138758488,-42.76630163891241,0.6131636786190742,0.46063025132752955
integrity and unity,-53.072327595204115,-54.0576462559402,0.7281622791873498,0.985318660736084
flowers and hearts,-31.002458035945892,-29.42952063679695,0.1717980453594541,-1.572937399148941
grapefruit and oranges,-44.967758991522714,-44.409728293074295,0.3640032404266812,-0.5580306984484196
folklore and legend,-55.254308219999075,-55.84268234571209,0.6429920077415858,0.5883741257130168
doctors and fathers,-36.37008848786354,-35.711956679821014,0.3411593997346106,-0.6581318080425262
contraction and dilation,-50.2070392165333,-49.90095837041736,0.4240716469902808,-0.30608084611594677
ships and weapons,-58.94031604193151,-59.719855861738324,0.6855809260971796,0.7795398198068142
funnels and masts,-38.52245108038187,-36.620950971584534,0.1299387858485595,-1.901500108797336
law and sovereignty,-44.25734240212478,-43.046041707202676,0.22947098889019463,-1.2113006949221017
assurance and dignity,-57.30737648066133,-57.32116820476949,0.5034478763750242,0.013791724108159542
mr. and mrs.,-42.610092903487384,-44.66902396455407,0.8868469468535198,2.058931061066687
bride and groom,-32.551879631355405,-35.60465946432669,0.9549023882298487,3.0527798329712823
feet and legs,-45.918302192148985,-45.81281690133619,0.4736531032491438,-0.10548529081279412
peace and quiet,-45.77534182800446,-54.868726814049296,0.9998876057059706,9.093384986044839
daughter and son,-49.295843761996366,-47.480029997066595,0.13993694657696146,-1.8158137649297714
ends and odds,-66.43439039541408,-53.272809251910076,1.923078892256508e-06,-13.161581143504009
city and state,-33.679894149303436,-31.850143671035767,0.1382680009937564,-1.8297504782676697
facts and figures,-46.31954085826874,-50.083007633686066,0.9773230170453823,3.763466775417328
man and nature,-38.57414126396179,-39.87855717539787,0.7865772356123812,1.304415911436081
prose and verse,-43.098154574632645,-40.73631052009296,0.08612893677327267,-2.361844054539688
body and head,-57.922448551609705,-55.47794235356923,0.07984122966968442,-2.4445061980404716
command and control,-43.92872429639101,-43.754878317937255,0.45664763489323573,-0.17384597845375538
child and wife,-30.349493827437982,-27.198628790327348,0.04105720685665967,-3.150865037110634
aunt and uncle,-45.22652870393358,-49.62593650398776,0.9878644676188116,4.399407800054178
cattle and horses,-41.87057006172836,-41.39429040811956,0.38313101485049667,-0.476279653608799
politics and religion,-48.38386383652687,-48.62029833346605,0.5588348009033887,0.23643449693918228
July and June,-62.667056620121,-53.16529795527458,7.471472358561665e-05,-9.50175866484642
sailors and soldiers,-56.18121779462672,-52.936399761470966,0.03751354111570633,-3.2448180331557523
English and German,-41.25057665712666,-40.30168937690905,0.2791086539623355,-0.9488872802176047
food and shelter,-37.572329461574554,-40.74644374847412,0.9598484470849156,3.1741142868995667
sights and sounds,-40.383670426565004,-45.1463374140676,0.9915295657274001,4.762666987502598
comings and goings,-29.89486174571357,-34.712337392847985,0.9919777014622508,4.817475647134415
heir and son,-41.41767776012421,-34.046907558105886,0.0006289873660227882,-7.370770202018321
coat and hat,-64.6462325155735,-64.61666065454483,0.49260757345496303,-0.029571861028671265
crime and punishment,-45.173413371667266,-52.29274156689644,0.9991913441864185,7.119328195229173
earth and sky,-44.671449430286884,-47.35662078857422,0.9361459484971608,2.6851713582873344
faith and love,-45.65933111310005,-45.57233843207359,0.4782655347223847,-0.08699268102645874
mother and son,-31.95269325375557,-32.68035423755646,0.6742917818595644,0.7276609838008881
cents and dollars,-41.96885025763186,-38.364721316320356,0.026490305654148442,-3.604128941311501
turns and twists,-35.1747426725924,-30.031137221492827,0.005802739808347382,-5.143605451099575
fire and police,-31.956195966515224,-33.03125215682667,0.7455572736668891,1.075056190311443
months and years,-40.63907766342163,-43.22582721710205,0.9300039195423406,2.58674955368042
editor and publisher,-55.19224174693227,-54.317809388041496,0.2943328580384158,-0.8744323588907719
aunts and uncles,-35.907275474630296,-37.82270860444987,0.8716283022638541,1.9154331298195757
research and training,-42.88065282441676,-44.95632197521627,0.888515760120883,2.075669150799513
eyes and hair,-42.92995242960751,-44.000434811227024,0.7446886406487574,1.070482381619513
methods and principles,-50.5918442113325,-49.83479250501841,0.3192867146539363,-0.7570517063140869
city and country,-32.77921165339649,-33.46414481662214,0.6648388374547665,0.6849331632256508
bread and cheese,-45.124139780178666,-45.78066119761206,0.6584785407748273,0.656521417433396
location and size,-53.72510892234277,-50.477867163252085,0.0374261274280584,-3.2472417590906844
childhood and infancy,-49.397361397743225,-43.63513258099556,0.003134241811425116,-5.762228816747665
morning and night,-29.246695774738328,-31.005266382097034,0.8530305484690174,1.7585706073587062
council and governor,-47.979117184877396,-46.99658162891865,0.2723889637503095,-0.9825355559587479
age and day,-50.79673518612981,-43.69504267722368,0.0008230316678688526,-7.101692508906126
body and face,-59.80144313815981,-58.605233506299555,0.23215018810429605,-1.1962096318602562
hair and skin,-41.66987498884555,-40.61426790803671,0.25814984186418,-1.0556070808088407
nitrogen and oxygen,-25.805390293651726,-25.54268788450281,0.43469951259212136,-0.26270240914891474
piano and violin,-41.248084327206016,-40.8855073209852,0.4103358888567022,-0.36257700622081757
ceiling and walls,-33.90414239373058,-33.45283075608313,0.38904895774182324,-0.45131163764744997
color and texture,-38.43287593941204,-40.012216289527714,0.8291110751795921,1.5793403501156718
everybody and everything,-39.168277621269226,-39.51571500301361,0.5859960130384549,0.34743738174438477
bacon and eggs,-57.3961618617177,-58.12365100410534,0.6742540405100208,0.7274891423876397
paper and pen,-46.97916756570339,-44.53316594660282,0.07973143516321063,-2.4460016191005707
concrete and steel,-44.8828593948856,-43.47218833118677,0.19612823357960768,-1.4106710636988282
color and light,-32.23690734244883,-33.14584038592875,0.7127817808374213,0.9089330434799194
friends and relations,-43.37145269699977,-45.07874631427694,0.8464849243711124,1.7072936172771733
boots and shoes,-36.5824708789587,-36.88457378000021,0.5749565077976594,0.3021029010415077
hearing and sight,-40.42776991910068,-38.21179116680287,0.09832474059806498,-2.215978752297815
expense and time,-38.091398743446916,-34.61081966734491,0.029869894950093682,-3.4805790761020035
flowers and plants,-50.51405325200176,-49.25948653771775,0.22191061990071706,-1.2545667142840102
beauty and truth,-48.11191179929301,-47.4545472888276,0.34133188596679753,-0.6573645104654133
bone and flesh,-57.484633445739746,-55.04243350028992,0.08001082648688267,-2.442199945449829
doubts and fears,-33.76475774985738,-34.52365199208725,0.6811136136816367,0.7588942422298715
light and sound,-39.906146921479376,-40.77179232018534,0.7038387888939609,0.8656453987059649
beauty and youth,-34.56438217125833,-33.003307489678264,0.1734924912907683,-1.5610746815800667
fiction and poetry,-34.186730339191854,-33.95389035344124,0.44205157086941005,-0.2328399857506156
needle and thread,-22.035679653286934,-27.735314732417464,0.9966639795902141,5.69963507913053
back and shoulders,-29.756726228108164,-29.293241197432508,0.38615940404290106,-0.46348503067565616
crime and violence,-35.41299569659168,-35.3982477177633,0.49631307211911485,-0.014747978828381747
force and violence,-36.40232276916504,-37.13942924141884,0.6763627976138056,0.7371064722537994
eggs and ham,-50.70574461168144,-48.81622934527695,0.13129974833213454,-1.8895152664044872
bone and muscle,-35.25268566608429,-39.20783839933574,0.9812043029278866,3.9551527332514524
debate and discussion,-52.59220498800278,-50.26710134744644,0.08906511875757661,-2.3251036405563354
errors and omissions,-46.97836959827691,-49.23510868381709,0.9052302517005861,2.2567390855401754
brother and mother,-29.61065316697932,-27.30965777739766,0.09104055682536132,-2.300995389581658
face and figure,-39.2302543168189,-44.22638576023746,0.9932813815500622,4.996131443418562
chairs and table,-50.349898125976324,-47.41020145942457,0.05022574116696274,-2.939696666551754
ammunition and guns,-56.428777836757945,-49.254224314849125,0.0007652415239536879,-7.17455352190882
Concord and Lexington,-38.98568521323614,-40.17439026758075,0.7665093842345935,1.1887050543446094
ice and water,-56.32288621366024,-54.20807807147503,0.10766585754024022,-2.114808142185211
fun and games,-35.950595143425744,-38.958801111148205,0.9529434712867462,3.0082059677224606
breakfast and dinner,-38.604506250005215,-38.92016001511365,0.5782646777675055,0.31565376510843635
comfort and ease,-57.02405419177376,-55.949494284635875,0.25453688353039194,-1.074559907137882
father and uncle,-27.676918347657192,-31.854979413823457,0.9849032075053337,4.178061066166265
health and spirits,-54.578043971851,-58.48131205365644,0.9802231479397434,3.903268081805436
names and numbers,-53.4715009869833,-57.17093911855045,0.9758597459038488,3.699438131567149
rights and wrongs,-31.19560320302844,-37.51409536600113,0.9982005841593181,6.318492162972689
crannies and nooks,-46.70474190672394,-40.972624203714076,0.0032297431242316113,-5.7321177030098625
power and resources,-42.4327866906533,-43.713424616493285,0.7825583459484631,1.280637925839983
flame and smoke,-35.433636382222176,-35.76597256958485,0.5823276984036341,0.3323361873626709
faith and life,-42.565586775541306,-44.25418809056282,0.8440401306225769,1.688601315021515
wisdom and wit,-56.320158928632736,-55.42428058385849,0.2898982346651449,-0.8958783447742462
novelist and poet,-49.52024003164843,-52.042254380416125,0.9256707697779165,2.522014348767698
Arizona and California,-52.421938217943534,-51.80236468312796,0.3498784504868323,-0.6195735348155722
crops and livestock,-34.49141033133492,-35.866126724286005,0.7981410891351807,1.3747163929510862
glass and steel,-44.67669753637165,-46.08877094369382,0.804092768437629,1.4120734073221684
bar and grill,-25.131428264081478,-30.749765783548355,0.9963824620777085,5.618337519466877
influence and prestige,-41.434003760281485,-39.116150833666325,0.08965514290999729,-2.31785292661516
cotton and tobacco,-40.38912747474387,-42.63566103391349,0.9043511073336907,2.2465335591696203
church and community,-35.31299487501383,-34.28963167965412,0.2643728087616374,-1.0233631953597069
courage and hope,-32.80264116823673,-33.98301321268082,0.7650146917508477,1.1803720444440842
teaching and writing,-38.58091668412089,-38.463585160672665,0.4707007242565779,-0.11733152344822884
gin and tonic,-48.084352001722436,-53.34223656496033,0.9948206585498605,5.257884563237894
brush and trees,-43.070108622312546,-39.28543497622013,0.022211707846145005,-3.784673646092415
pad and pencil,-34.02973388903774,-36.99893236160278,0.9511630579939843,2.96919847256504
chair and table,-36.222403466235846,-37.505979450419545,0.7830578731979271,1.283575984183699
houses and shops,-34.96773122251034,-36.06316987425089,0.7494044710777837,1.095438651740551
libraries and museums,-42.098476162180305,-44.89009829238057,0.9422214172194247,2.791622130200267
flames and smoke,-35.04524994525127,-34.371400621254,0.3376354493282702,-0.673849323997274
guidance and information,-41.444345416268334,-41.37579663586803,0.48286951229575437,-0.06854878040030599
stress and tension,-55.873464776203036,-55.91864043287933,0.5112919938050463,0.04517565667629242
days and years,-39.60938450181857,-37.50964426342398,0.10912207121195548,-2.0997402383945882
actions and feelings,-36.75038889050484,-35.81642106175423,0.2821204218809276,-0.9339678287506104
energy and money,-63.11032101139426,-62.26951777935028,0.30136564101800184,-0.8408032320439816
anguish and pain,-34.49569118930958,-32.514062052825466,0.12114527811321951,-1.9816291364841163
colors and forms,-48.13655632734299,-46.97990155220032,0.2392756612346754,-1.1566547751426697
meaning and origin,-48.8409032644704,-49.4005614137277,0.6363734389269491,0.5596581492573023
freedom and security,-32.34793692827225,-34.526549249887466,0.8983123815485358,2.178612321615219
gratitude and joy,-36.70059580169618,-36.089108186308295,0.3517199274670554,-0.6114876153878868
mamma and papa,-39.903350569307804,-44.41914466768503,0.9891833607884908,4.515794098377228
length and weight,-59.62649294734001,-58.53179869055748,0.2507353503193504,-1.0946942567825317
anger and hatred,-48.58558050135616,-48.982311446918175,0.597901981883161,0.3967309455620125
aircraft and ships,-44.99766060709953,-46.5948383808136,0.8316235703949109,1.5971777737140656
sidewalks and streets,-58.098364919191226,-56.87326695554657,0.2270405481961699,-1.2250979636446573
democracy and liberty,-71.2413058768143,-67.59416283131577,0.025403339911252,-3.647143045498524
iron and wood,-46.36413335800171,-44.0857954621315,0.09293296779928091,-2.2783378958702087
horses and wagons,-43.07630503596738,-45.24782020424027,0.8976622409882299,2.17151516827289
clarity and precision,-40.433281160891056,-41.77981966978405,0.7935631405746596,1.3465385088929906
flowers and herbs,-27.764833097346127,-26.55667331814766,0.2300268187696263,-1.2081597791984677
confusion and fear,-33.607152342796326,-33.78356450796127,0.5439890176453901,0.1764121651649475
jaws and teeth,-59.498212445527315,-59.246634878218174,0.4374352441951302,-0.25157756730914116
counties and towns,-40.541341826319695,-40.21227724850178,0.41846824317626247,-0.32906457781791687
bodies and faces,-45.005099922418594,-44.62246599793434,0.4054917839092084,-0.38263392448425293
ability and desire,-39.55704646426602,-39.166017978597665,0.40346973825344246,-0.39102848566835746
chest and stomach,-38.740657161397394,-38.74973924004007,0.5022705040539739,0.009082078642677516
Illinois and Missouri,-30.15836415439844,-28.65865385532379,0.1824687356467909,-1.4997102990746498
jams and jellies,-43.15005990490317,-45.037446313071996,0.8684572431844834,1.8873864081688225
Tories and Whigs,-55.11479262987996,-54.97322017586703,0.46466588289371286,-0.1415724540129304
dogs and men,-34.68661635462195,-37.16277541872114,0.9224534894410282,2.4761590640991926
discussion and thought,-32.31232227385044,-29.757724098861217,0.07211818255964876,-2.5545981749892235
distress and pain,-35.636698358517606,-32.7600934364018,0.05332225684392013,-2.8766049221158028
mouth and nostrils,-58.44108399588731,-58.2788879647851,0.45953965441249095,-0.16219603110221215
cakes and pies,-48.2625743765966,-49.42922296360484,0.7625386979258343,1.1666485870082397
adventure and romance,-39.51804246194661,-39.833533386699855,0.5782249646284295,0.3154909247532487
agreements and contracts,-51.16175277065486,-49.27959253289737,0.13214094117010516,-1.882160237757489
crime and poverty,-44.04220208141487,-42.81601387169576,0.2268492744324043,-1.226188209719112
cousins and uncles,-38.214387899963185,-38.254506931465585,0.5100284128201511,0.040119031502399594
fire and light,-64.34490217082202,-64.4188165795058,0.5184701938577537,0.07391440868377686
child and husband,-34.867438513203524,-28.889984571142122,0.0025288616790708897,-5.977453942061402
vinegar and water,-43.42196432175115,-43.97381897014566,0.6345657764713987,0.5518546483945101
fork and spoon,-43.165934978052974,-43.6069572865963,0.6085025994301181,0.44102230854332447
Burma and India,-38.02940447512083,-39.09230310146813,0.7432440867766555,1.0628986263473053
fruit and nuts,-45.672514729667455,-47.595878364518285,0.8725130533687147,1.9233636348508298
ability and strength,-30.752307787843165,-28.805158109622425,0.12486448950333653,-1.9471496782207396
agencies and individuals,-23.393911339342594,-23.52178900828585,0.5319259228401567,0.12787766894325614
coffee and sandwiches,-35.00315507536288,-36.71260126540437,0.8467644387418883,1.70944619004149
coffee and toast,-34.549713576212525,-36.09595197439194,0.8243697754919784,1.5462383981794119
anger and anxiety,-33.10816218017135,-30.45316655933857,0.06568177387143577,-2.6549956208327785
apprehension and fear,-36.70611964724958,-36.041045240548556,0.3396006393786207,-0.6650744067010237
figures and words,-37.67747294064611,-38.993052408797666,0.7884453050489879,1.3155794681515545
blood and guts,-45.785127949435264,-49.02546826703474,0.9623244500228081,3.2403403175994754
action and character,-59.669467985630035,-59.35186503082514,0.42126003695309655,-0.3176029548048973
diamonds and rubies,-47.00471269246191,-46.3885468672961,0.3506539761058382,-0.6161658251658082
plans and projects,-35.64266163110733,-36.89583045244217,0.7778479172738586,1.2531688213348389
jacket and trousers,-32.62702828281908,-32.8426905546803,0.5537075666068094,0.21566227186121978
kind and quantity,-52.6416812390089,-53.72568851709366,0.7472515741730947,1.084007278084755
family and neighborhood,-40.95246487855911,-43.19921547174454,0.9043698791681061,2.246750593185425
nights and weekends,-46.338876182213426,-50.07516838610172,0.9767128775500658,3.736292203888297
labor and money,-50.70755596458912,-52.320057183504105,0.8337583582405746,1.6125012189149857
shower and tub,-39.70571431145072,-39.33271095342934,0.40781550421848006,-0.3730033580213785
aggression and hostility,-53.58996192831546,-52.97102968394756,0.35002433470913674,-0.6189322443678975
information and material,-32.908787310123444,-32.475533068180084,0.393349516968859,-0.4332542419433594
despair and rage,-56.438145563122816,-53.56968969706213,0.05373511350810371,-2.8684558660606854
improvements and land,-69.59978031460196,-65.48915520496666,0.01613298019078666,-4.1106251096352935
landings and takeoffs,-30.951408091932535,-27.667677795689087,0.036133572805190646,-3.283730296243448
novels and tales,-47.165032375603914,-49.638486622832716,0.9222597844218513,2.4734542472288013
corruption and crime,-44.63534399867058,-45.78551598917693,0.7595423303153395,1.150171990506351
anthropology and psychology,-48.155580228194594,-46.8538405909203,0.21387238443797127,-1.301739637274295
